"","College","Season","Coach","username","Coach.1","Role","Race"
"2233","Toledo",2021,"Robert Weiner","robert-weiner","Robert Weiner","Offensive Coordinator/Quarterbacks Coach","White"
"2234","Troy",2001,"John Shannon","john-shannon","John Shannon","Offensive Coordinator/Quarterbacks Coach","White"
"2235","Troy",2002,"John Shannon","john-shannon","John Shannon","Offensive Coordinator/Quarterbacks Coach","White"
"2236","Troy",2003,"Mark Fleetwood","mark-fleetwood","Mark Fleetwood","Offensive Coordinator/Quarterbacks Coach","White"
"2237","Troy",2004,"Mark Fleetwood","mark-fleetwood","Mark Fleetwood","Offensive Coordinator/Quarterbacks Coach","White"
"2238","Troy",2005,"Mark Fleetwood","mark-fleetwood","Mark Fleetwood","Offensive Coordinator/Quarterbacks Coach","White"
"2239","Troy",2006,"Tony Franklin","tony-franklin","Tony Franklin","Offensive Coordinator/Quarterbacks Coach","White"
"2240","Troy",2007,"Tony Franklin","tony-franklin","Tony Franklin","Offensive Coordinator/Quarterbacks Coach","White"
"2241","Troy",2008,"Neal Brown","neal-brown","Neal Brown","Offensive Coordinator/Quarterbacks Coach","White"
"2242","Troy",2009,"Neal Brown","neal-brown","Neal Brown","Offensive Coordinator/Quarterbacks Coach","White"
"2243","Troy",2010,"Kenny Edenfield","kenny-edenfield","Kenny Edenfield","Offensive Coordinator/Inside Receivers Coach","White"
"2244","Troy",2011,"Kenny Edenfield","kenny-edenfield","Kenny Edenfield","Offensive Coordinator/Inside Receivers Coach","White"
"2245","Troy",2012,"Kenny Edenfield","kenny-edenfield","Kenny Edenfield","Offensive Coordinator/Inside Receivers Coach","White"
"2246","Troy",2013,"Kenny Edenfield","kenny-edenfield","Kenny Edenfield","Offensive Coordinator/Inside Receivers Coach","White"
"2247","Troy",2014,"Kenny Edenfield","kenny-edenfield","Kenny Edenfield","Offensive Coordinator/Inside Receivers Coach","White"
"2248","Troy",2015,"Kenny Edenfield","kenny-edenfield","Kenny Edenfield","Offensive Coordinator/Inside Receivers Coach","White"
"2249","Troy",2015,"Matt Moore","matt-moore","Matt Moore","Offensive Coordinator/Offensive Line Coach","White"
"2250","Troy",2016,"Kenny Edenfield","kenny-edenfield","Kenny Edenfield","Offensive Coordinator/Inside Receivers Coach","White"
"2251","Troy",2016,"Matt Moore","matt-moore","Matt Moore","Offensive Coordinator/Offensive Line Coach","White"
"2252","Troy",2017,"Kenny Edenfield","kenny-edenfield","Kenny Edenfield","Offensive Coordinator/Inside Receivers Coach","White"
"2253","Troy",2017,"Matt Moore","matt-moore","Matt Moore","Offensive Coordinator/Offensive Line Coach","White"
"2254","Troy",2018,"Matt Moore","matt-moore","Matt Moore","Offensive Coordinator/Offensive Line Coach","White"
"2255","Troy",2018,"Sean Reagan","sean-reagan","Sean Reagan","Offensive Coordinator/Quarterbacks Coach","White"
"2256","Troy",2019,"Ryan Pugh","ryan-pugh","Ryan Pugh","Offensive Coordinator/Offensive Line Coach","White"
"2257","Troy",2020,"Ryan Pugh","ryan-pugh","Ryan Pugh","Offensive Coordinator/Offensive Line Coach","White"
"2258","Troy",2021,"Luke Meadows","luke-meadows","Luke Meadows","Offensive Coordinator/Offensive Line Coach","White"
"2259","Tulane",2000,"Frank Scelfo","frank-scelfo","Frank Scelfo","Offensive Coordinator/Quarterbacks Coach","White"
"2260","Tulane",2001,"Frank Scelfo","frank-scelfo","Frank Scelfo","Offensive Coordinator/Quarterbacks Coach","White"
"2261","Tulane",2002,"Frank Scelfo","frank-scelfo","Frank Scelfo","Offensive Coordinator/Quarterbacks Coach","White"
"2262","Tulane",2003,"Frank Scelfo","frank-scelfo","Frank Scelfo","Offensive Coordinator/Quarterbacks Coach","White"
"2263","Tulane",2004,"Frank Scelfo","frank-scelfo","Frank Scelfo","Offensive Coordinator/Quarterbacks Coach","White"
"2264","Tulane",2005,"Frank Scelfo","frank-scelfo","Frank Scelfo","Offensive Coordinator/Quarterbacks Coach","White"
"2265","Tulane",2006,"Frank Scelfo","frank-scelfo","Frank Scelfo","Offensive Coordinator/Quarterbacks Coach","White"
"2266","Tulane",2007,"Dan Dodd","dan-dodd","Dan Dodd","Offensive Coordinator/Quarterbacks Coach","White"
"2267","Tulane",2008,"Dan Dodd","dan-dodd","Dan Dodd","Offensive Coordinator/Quarterbacks Coach","White"
"2268","Tulane",2009,"Dan Dodd","dan-dodd","Dan Dodd","Offensive Coordinator/Quarterbacks Coach","White"
"2269","Tulane",2010,"Dan Dodd","dan-dodd","Dan Dodd","Offensive Coordinator/Quarterbacks Coach","White"
"2270","Tulane",2011,"Greg Davis Jr.","greg-davis-jr","Greg Davis Jr.","Offensive Coordinator/Running Backs Coach","White"
"2271","Tulane",2012,"Eric Price","eric-price","Eric Price","Offensive Coordinator","White"
"2272","Tulane",2013,"Eric Price","eric-price","Eric Price","Offensive Coordinator","White"
"2273","Tulane",2014,"Eric Price","eric-price","Eric Price","Offensive Coordinator","White"
"2274","Tulane",2015,"Eric Price","eric-price","Eric Price","Offensive Coordinator","White"
"2275","Tulane",2016,"Doug Ruse","doug-ruse","Doug Ruse","Offensive Coordinator/Quarterbacks Coach","White"
"2276","Tulane",2017,"Doug Ruse","doug-ruse","Doug Ruse","Offensive Coordinator/Quarterbacks Coach","White"
"2277","Tulane",2018,"Doug Ruse","doug-ruse","Doug Ruse","Offensive Coordinator/Quarterbacks Coach","White"
"2278","Tulane",2019,"Will Hall","will-hall","Will Hall","Offensive Coordinator/Quarterbacks Coach","White"
"2279","Tulane",2020,"Will Hall","will-hall","Will Hall","Offensive Coordinator/Quarterbacks Coach","White"
"2280","Tulane",2021,"Chip Long","chip-long","Chip Long","Offensive Coordinator","White"
"2281","Tulsa",2000,"Jim Gilstrap","jim-gilstrap","Jim Gilstrap","Offensive Coordinator/Running Backs Coach","White"
"2282","Tulsa",2001,"Jim Gilstrap","jim-gilstrap","Jim Gilstrap","Offensive Coordinator/Running Backs Coach","White"
"2283","Tulsa",2002,"Dan Lounsbury","dan-lounsbury","Dan Lounsbury","Offensive Coordinator/Quarterbacks Coach","White"
"2284","Tulsa",2003,"Charlie Stubbs","charlie-stubbs","Charlie Stubbs","Offensive Coordinator/Quarterbacks Coach","White"
"2285","Tulsa",2004,"Charlie Stubbs","charlie-stubbs","Charlie Stubbs","Offensive Coordinator/Quarterbacks Coach","White"
"2286","Tulsa",2005,"Charlie Stubbs","charlie-stubbs","Charlie Stubbs","Offensive Coordinator/Quarterbacks Coach","White"
"2287","Tulsa",2006,"Charlie Stubbs","charlie-stubbs","Charlie Stubbs","Offensive Coordinator/Quarterbacks Coach","White"
"2288","Tulsa",2007,"Gus Malzahn","gus-malzahn","Gus Malzahn","Offensive Coordinator/Quarterbacks Coach","White"
"2289","Tulsa",2007,"Herb Hand","herb-hand","Herb Hand","Offensive Coordinator/Offensive Line Coach","White"
"2290","Tulsa",2008,"Gus Malzahn","gus-malzahn","Gus Malzahn","Offensive Coordinator/Quarterbacks Coach","White"
"2291","Tulsa",2008,"Herb Hand","herb-hand","Herb Hand","Offensive Coordinator/Offensive Line Coach","White"
"2292","Tulsa",2009,"Herb Hand","herb-hand","Herb Hand","Offensive Coordinator/Offensive Line Coach","White"
"2293","Tulsa",2010,"Chad Morris","chad-morris","Chad Morris","Offensive Coordinator/Quarterbacks Coach","White"
"2294","Tulsa",2010,"Herb Hand","herb-hand","Herb Hand","Offensive Coordinator/Offensive Line Coach","White"
"2295","Tulsa",2011,"Greg Peterson","greg-peterson","Greg Peterson","Offensive Coordinator/Wide Receivers Coach","White"
"2296","Tulsa",2012,"Greg Peterson","greg-peterson","Greg Peterson","Offensive Coordinator/Wide Receivers Coach","White"
"2297","Tulsa",2013,"Greg Peterson","greg-peterson","Greg Peterson","Offensive Coordinator/Wide Receivers Coach","White"
"2298","Tulsa",2014,"Denver Johnson","denver-johnson","Denver Johnson","Offensive Coordinator/Offensive Line Coach","White"
"2299","Tulsa",2015,"Matt Mattox","matt-mattox","Matt Mattox","Offensive Coordinator/Offensive Line Coach","White"
"2300","Tulsa",2015,"Sterlin Gilbert","sterlin-gilbert","Sterlin Gilbert","Offensive Coordinator/Quarterbacks Coach","White"
"2301","UAB",2000,"Pat Sullivan","pat-sullivan","Pat Sullivan","Offensive Coordinator/Quarterbacks Coach","White"
"2302","UAB",2001,"Pat Sullivan","pat-sullivan","Pat Sullivan","Offensive Coordinator/Quarterbacks Coach","White"
"2303","UAB",2002,"Pat Sullivan","pat-sullivan","Pat Sullivan","Offensive Coordinator/Quarterbacks Coach","White"
"2304","UAB",2003,"Pat Sullivan","pat-sullivan","Pat Sullivan","Offensive Coordinator/Quarterbacks Coach","White"
"2305","UAB",2004,"Pat Sullivan","pat-sullivan","Pat Sullivan","Offensive Coordinator/Quarterbacks Coach","White"
"2306","UAB",2005,"Pat Sullivan","pat-sullivan","Pat Sullivan","Offensive Coordinator/Quarterbacks Coach","White"
"2307","UAB",2006,"Pat Sullivan","pat-sullivan","Pat Sullivan","Offensive Coordinator/Quarterbacks Coach","White"
"2308","UAB",2007,"Kim Helton","kim-helton","Kim Helton","Offensive Coordinator/Tight Ends Coach","White"
"2309","UAB",2008,"Kim Helton","kim-helton","Kim Helton","Offensive Coordinator/Tight Ends Coach","White"
"2310","UAB",2009,"Kim Helton","kim-helton","Kim Helton","Offensive Coordinator/Tight Ends Coach","White"
"2311","UAB",2010,"Kim Helton","kim-helton","Kim Helton","Offensive Coordinator/Tight Ends Coach","White"
"2312","UAB",2011,"Kim Helton","kim-helton","Kim Helton","Offensive Coordinator/Tight Ends Coach","White"
"2313","UAB",2012,"Jeff Brohm","jeff-brohm","Jeff Brohm","Offensive Coordinator/Quarterbacks Coach","White"
"2314","UAB",2013,"Richard Owens","richard-owens","Richard Owens","Offensive Coordinator/Wide Receivers Coach","White"
"2315","UAB",2014,"Bryant Vincent","bryant-vincent","Bryant Vincent","Offensive Coordinator/Quarterbacks Coach","White"
"2316","UAB",2017,"Les Koenning","les-koenning","Les Koenning","Offensive Coordinator/Quarterbacks Coach","White"
"2317","UAB",2018,"Bryant Vincent","bryant-vincent","Bryant Vincent","Offensive Coordinator/Quarterbacks Coach","White"
"2318","UAB",2019,"Bryant Vincent","bryant-vincent","Bryant Vincent","Offensive Coordinator/Quarterbacks Coach","White"
"2319","UAB",2020,"Bryant Vincent","bryant-vincent","Bryant Vincent","Offensive Coordinator/Quarterbacks Coach","White"
"2320","UCF",2001,"Robert McFarland","robert-mcfarland","Robert McFarland","Offensive Coordinator/Offensive Line Coach","White"
"2321","UCF",2002,"Robert McFarland","robert-mcfarland","Robert McFarland","Offensive Coordinator/Offensive Line Coach","White"
"2322","UCF",2003,"Robert McFarland","robert-mcfarland","Robert McFarland","Offensive Coordinator/Offensive Line Coach","White"
"2323","UCF",2004,"Tim Salem","tim-salem","Tim Salem","Offensive Coordinator/Quarterbacks Coach","White"
"2324","UCF",2005,"Tim Salem","tim-salem","Tim Salem","Offensive Coordinator/Tight Ends Coach","White"
"2325","UCF",2006,"Tim Salem","tim-salem","Tim Salem","Offensive Coordinator/Wide Receivers Coach","White"
"2326","UCF",2007,"Tim Salem","tim-salem","Tim Salem","Offensive Coordinator/Running Backs Coach","White"
"2327","UCF",2008,"Tim Salem","tim-salem","Tim Salem","Offensive Coordinator/Running Backs Coach","White"
"2328","UCF",2009,"Charlie Taaffe","charlie-taaffe","Charlie Taaffe","Offensive Coordinator/Quarterbacks Coach","White"
"2329","UCF",2010,"Charlie Taaffe","charlie-taaffe","Charlie Taaffe","Offensive Coordinator/Quarterbacks Coach","White"
"2330","UCF",2011,"Charlie Taaffe","charlie-taaffe","Charlie Taaffe","Offensive Coordinator/Quarterbacks Coach","White"
"2331","UCF",2012,"Charlie Taaffe","charlie-taaffe","Charlie Taaffe","Offensive Coordinator/Quarterbacks Coach","White"
"2332","UCF",2013,"Charlie Taaffe","charlie-taaffe","Charlie Taaffe","Offensive Coordinator/Quarterbacks Coach","White"
"2333","UCF",2014,"Charlie Taaffe","charlie-taaffe","Charlie Taaffe","Offensive Coordinator/Quarterbacks Coach","White"
"2334","UCF",2015,"Brent Key","brent-key","Brent Key","Offensive Coordinator/Running Backs Coach","White"
"2335","UCF",2016,"Troy Walters","troy-walters","Troy Walters","Offensive Coordinator/Wide Receivers Coach","Black"
"2336","UCF",2017,"Troy Walters","troy-walters","Troy Walters","Offensive Coordinator/Wide Receivers Coach","Black"
"2337","UCF",2018,"Jeff Lebby","jeff-lebby","Jeff Lebby","Offensive Coordinator/Quarterbacks Coach","White"
"2338","UCF",2019,"Jeff Lebby","jeff-lebby","Jeff Lebby","Offensive Coordinator/Quarterbacks Coach","White"
"2339","UCF",2020,"Alex Golesh","alex-golesh","Alex Golesh","Offensive Coordinator/Tight Ends Coach","White"
"2340","UCF",2020,"Anthony Tucker","anthony-tucker","Anthony Tucker","Offensive Coordinator/Running Backs Coach","Black"
"2341","UCF",2021,"G.J. Kinne","gj-kinne","G.J. Kinne","Offensive Coordinator/Quarterbacks Coach","White"
"2342","UCF",2021,"Tim Harris Jr.","tim-harris-jr","Tim Harris Jr.","Running Backs Coach/Offensive Coordinator","Black"
"2343","UCLA",2000,"Al Borges","al-borges","Al Borges","Offensive Coordinator/Quarterbacks Coach","White"
"2344","UCLA",2001,"Gary Bernardi","gary-bernardi","Gary Bernardi","Tight Ends Coach/Offensive Line Coach/Recruiting Coordinator","White"
"2345","UCLA",2001,"Kelly Skipper","kelly-skipper","Kelly Skipper","Offensive Coordinator/Running Backs Coach/Kickoff Return Coach","Black"
"2346","UCLA",2002,"Kelly Skipper","kelly-skipper","Kelly Skipper","Offensive Coordinator/Running Backs Coach","Black"
"2347","UCLA",2003,"Steve Axman","steve-axman","Steve Axman","Offensive Coordinator/Quarterbacks Coach","White"
"2348","UCLA",2004,"Tom Cable","tom-cable","Tom Cable","Offensive Coordinator/Offensive Line Coach","White"
"2349","UCLA",2005,"Tom Cable","tom-cable","Tom Cable","Offensive Coordinator/Offensive Line Coach","White"
"2350","UCLA",2006,"Jim Svoboda","jim-svoboda","Jim Svoboda","Offensive Coordinator/Quarterbacks Coach","White"
"2351","UCLA",2007,"Jay Norvell","jay-norvell","Jay Norvell","Offensive Coordinator/Quarterbacks Coach","Black"
"2352","UCLA",2008,"Norm Chow","norm-chow","Norm Chow","Offensive Coordinator/Quarterbacks Coach","Other"
"2353","UCLA",2009,"Norm Chow","norm-chow","Norm Chow","Offensive Coordinator/Quarterbacks Coach","Other"
"2354","UCLA",2010,"Norm Chow","norm-chow","Norm Chow","Offensive Coordinator/Quarterbacks Coach","Other"
"2355","UCLA",2011,"Michael Johnson","michael-johnson","Michael Johnson","Offensive Coordinator/Wide Receivers Coach","Black"
"2356","UCLA",2012,"Noel Mazzone","noel-mazzone","Noel Mazzone","Offensive Coordinator/Quarterbacks Coach","White"
"2357","UCLA",2013,"Noel Mazzone","noel-mazzone","Noel Mazzone","Offensive Coordinator","White"
"2358","UCLA",2014,"Noel Mazzone","noel-mazzone","Noel Mazzone","Offensive Coordinator","White"
"2359","UCLA",2015,"Noel Mazzone","noel-mazzone","Noel Mazzone","Offensive Coordinator","White"
"2360","UCLA",2016,"Kennedy Polamalu","kennedy-polamalu","Kennedy Polamalu","Offensive Coordinator/Running Backs Coach","Other"
"2361","UCLA",2019,"Justin Frye","justin-frye","Justin Frye","Offensive Coordinator/Offensive Line Coach","White"
"2362","UCLA",2020,"Justin Frye","justin-frye","Justin Frye","Offensive Coordinator/Offensive Line Coach","White"
"2363","UCLA",2021,"Justin Frye","justin-frye","Justin Frye","Offensive Coordinator/Offensive Line Coach","White"
"2364","Connecticut",2000,"Dave Warner","dave-warner","Dave Warner","Offensive Coordinator/Quarterbacks Coach","White"
"2365","Connecticut",2001,"Jerry Franks","jerry-franks","Jerry Franks","Offensive Coordinator/Quarterbacks Coach","White"
"2366","Connecticut",2002,"Norries Wilson","norries-wilson","Norries Wilson","Offensive Coordinator/Offensive Line Coach","Black"
"2367","Connecticut",2003,"Norries Wilson","norries-wilson","Norries Wilson","Offensive Coordinator/Offensive Line Coach","Black"
"2368","Connecticut",2004,"Norries Wilson","norries-wilson","Norries Wilson","Offensive Coordinator/Offensive Line Coach","Black"
"2369","Connecticut",2005,"Norries Wilson","norries-wilson","Norries Wilson","Offensive Coordinator/Offensive Line Coach","Black"
"2370","Connecticut",2006,"Rob Ambrose","rob-ambrose","Rob Ambrose","Offensive Coordinator/Quarterbacks Coach","White"
"2371","Connecticut",2007,"Rob Ambrose","rob-ambrose","Rob Ambrose","Offensive Coordinator/Quarterbacks Coach","White"
"2372","Connecticut",2008,"Rob Ambrose","rob-ambrose","Rob Ambrose","Offensive Coordinator/Quarterbacks Coach","White"
"2373","Connecticut",2009,"Joe Moorhead","joe-moorhead","Joe Moorhead","Offensive Coordinator/Quarterbacks Coach","White"
"2374","Connecticut",2010,"Joe Moorhead","joe-moorhead","Joe Moorhead","Offensive Coordinator/Quarterbacks Coach","White"
"2375","Connecticut",2011,"George DeLeone","george-deleone","George DeLeone","Offensive Coordinator/Tight Ends Coach","White"
"2376","Connecticut",2012,"George DeLeone","george-deleone","George DeLeone","Offensive Coordinator/Offensive Line Coach","White"
"2377","Connecticut",2013,"T.J. Weist","tj-weist","T.J. Weist","Offensive Coordinator/Wide Receivers Coach","White"
"2378","Connecticut",2014,"Mike Cummings","mike-cummings","Mike Cummings","Offensive Coordinator/Tight Ends Coach","White"
"2379","Connecticut",2015,"Frank Verducci","frank-verducci","Frank Verducci","Offensive Coordinator/Running Backs Coach","White"
"2380","Connecticut",2015,"Mike Cummings","mike-cummings","Mike Cummings","Offensive Coordinator/Offensive Line Coach","White"
"2381","Connecticut",2016,"Frank Verducci","frank-verducci","Frank Verducci","Offensive Coordinator/Tight Ends Coach","White"
"2382","Connecticut",2016,"Mike Cummings","mike-cummings","Mike Cummings","Offensive Coordinator/Offensive Line Coach","White"
"2383","Connecticut",2017,"Rhett Lashlee","rhett-lashlee","Rhett Lashlee","Offensive Coordinator/Quarterbacks Coach","White"
"2384","Connecticut",2019,"Frank Giufre","frank-giufre","Frank Giufre","Offensive Coordinator/Offensive Line Coach","White"
"2385","Connecticut",2020,"Frank Giufre","frank-giufre","Frank Giufre","Offensive Coordinator/Offensive Line Coach","White"
"2386","Connecticut",2021,"Frank Giufre","frank-giufre","Frank Giufre","Offensive Coordinator/Offensive Line Coach","White"
"2387","UNLV",2001,"Rob Boras","rob-boras","Rob Boras","Offensive Coordinator/Offensive Line Coach","White"
"2388","UNLV",2002,"Rob Boras","rob-boras","Rob Boras","Offensive Coordinator/Offensive Line Coach","White"
"2389","UNLV",2003,"Rob Boras","rob-boras","Rob Boras","Offensive Coordinator/Offensive Line Coach","White"
"2390","UNLV",2003,"Vince Alcalde","vince-alcalde","Vince Alcalde","Offensive Coordinator/Quarterbacks Coach","White"
"2391","UNLV",2004,"Bruce Snyder","bruce-snyder","Bruce Snyder","Offensive Coordinator/Tight Ends Coach","White"
"2392","UNLV",2005,"Gary Bernardi","gary-bernardi","Gary Bernardi","Tight Ends Coach/Offensive Line Coach/Recruiting Coordinator","White"
"2393","UNLV",2005,"Noah Brindise","noah-brindise","Noah Brindise","Offensive Coordinator/Quarterbacks Coach","White"
"2394","UNLV",2006,"Gary Bernardi","gary-bernardi","Gary Bernardi","Tight Ends Coach/Offensive Line Coach/Recruiting Coordinator","White"
"2395","UNLV",2006,"Noah Brindise","noah-brindise","Noah Brindise","Offensive Coordinator/Quarterbacks Coach","White"
"2396","UNLV",2007,"Gary Bernardi","gary-bernardi","Gary Bernardi","Tight Ends Coach/Offensive Line Coach/Recruiting Coordinator","White"
"2397","UNLV",2007,"Todd Berry","todd-berry","Todd Berry","Offensive Coordinator/Quarterbacks Coach","White"
"2398","UNLV",2008,"Gary Bernardi","gary-bernardi","Gary Bernardi","Tight Ends Coach/Offensive Line Coach/Recruiting Coordinator","White"
"2399","UNLV",2008,"Todd Berry","todd-berry","Todd Berry","Offensive Coordinator/Quarterbacks Coach","White"
"2400","UNLV",2009,"Gary Bernardi","gary-bernardi","Gary Bernardi","Tight Ends Coach/Offensive Line Coach/Recruiting Coordinator","White"
"2401","UNLV",2009,"Todd Berry","todd-berry","Todd Berry","Offensive Coordinator/Quarterbacks Coach","White"
"2402","UNLV",2010,"Rob Phenicie","rob-phenicie","Rob Phenicie","Offensive Coordinator/Quarterbacks Coach","White"
"2403","UNLV",2011,"Rob Phenicie","rob-phenicie","Rob Phenicie","Offensive Coordinator/Quarterbacks Coach","White"
"2404","UNLV",2012,"Brent Myers","brent-myers","Brent Myers","Offensive Coordinator/Tight Ends Coach","White"
"2405","UNLV",2013,"Timm Rosenbach","timm-rosenbach","Timm Rosenbach","Offensive Coordinator/Quarterbacks Coach","White"
"2406","UNLV",2014,"Timm Rosenbach","timm-rosenbach","Timm Rosenbach","Offensive Coordinator/Quarterbacks Coach","White"
"2407","UNLV",2015,"Barney Cotton","barney-cotton","Barney Cotton","Offensive Coordinator/Tight Ends Coach","White"
"2408","UNLV",2016,"Barney Cotton","barney-cotton","Barney Cotton","Offensive Coordinator/Tight Ends Coach","White"
"2409","UNLV",2017,"Barney Cotton","barney-cotton","Barney Cotton","Offensive Coordinator/Tight Ends Coach","White"
"2410","UNLV",2018,"Barney Cotton","barney-cotton","Barney Cotton","Offensive Coordinator/Tight Ends Coach","White"
"2411","UNLV",2019,"Garin Justice","garin-justice","Garin Justice","Offensive Coordinator/Offensive Line Coach","White"
"2412","UNLV",2021,"Glenn Thomas","glenn-thomas","Glenn Thomas","Offensive Coordinator/Quarterbacks Coach","White"
"2413","USC",2000,"Hue Jackson","hue-jackson","Hue Jackson","Offensive Coordinator/Quarterbacks Coach","Black"
"2414","USC",2001,"Norm Chow","norm-chow","Norm Chow","Offensive Coordinator/Quarterbacks Coach","Other"
"2415","USC",2002,"Norm Chow","norm-chow","Norm Chow","Offensive Coordinator","Other"
"2416","USC",2003,"Norm Chow","norm-chow","Norm Chow","Offensive Coordinator","Other"
"2417","USC",2004,"Norm Chow","norm-chow","Norm Chow","Offensive Coordinator","Other"
"2418","USC",2005,"Lane Kiffin","lane-kiffin","Lane Kiffin","Offensive Coordinator/Wide Receivers Coach","White"
"2419","USC",2006,"Lane Kiffin","lane-kiffin","Lane Kiffin","Offensive Coordinator/Wide Receivers Coach","White"
"2420","USC",2007,"Steve Sarkisian","steve-sarkisian","Steve Sarkisian","Offensive Coordinator/Quarterbacks Coach","White"
"2421","USC",2008,"Steve Sarkisian","steve-sarkisian","Steve Sarkisian","Offensive Coordinator/Quarterbacks Coach","White"
"2422","USC",2009,"John Morton","john-morton","John Morton","Offensive Coordinator/Wide Receivers Coach","White"
"2423","USC",2010,"Kennedy Polamalu","kennedy-polamalu","Kennedy Polamalu","Offensive Coordinator/Running Backs Coach","Other"
"2424","USC",2011,"Kennedy Polamalu","kennedy-polamalu","Kennedy Polamalu","Offensive Coordinator/Running Backs Coach","Other"
"2425","USC",2012,"Kennedy Polamalu","kennedy-polamalu","Kennedy Polamalu","Offensive Coordinator/Running Backs Coach","Other"
"2426","USC",2013,"Clay Helton","clay-helton","Clay Helton","Offensive Coordinator/Quarterbacks Coach","White"
"2427","USC",2014,"Clay Helton","clay-helton","Clay Helton","Offensive Coordinator/Quarterbacks Coach","White"
"2428","USC",2015,"Clay Helton","clay-helton","Clay Helton","Offensive Coordinator/Quarterbacks Coach","White"
"2429","USC",2015,"Tee Martin","tee-martin","Tee Martin","Offensive Coordinator/Wide Receivers Coach","Black"
"2430","USC",2016,"Tee Martin","tee-martin","Tee Martin","Offensive Coordinator/Wide Receivers Coach","Black"
"2431","USC",2017,"Tee Martin","tee-martin","Tee Martin","Offensive Coordinator/Wide Receivers Coach","Black"
"2432","USC",2018,"Tee Martin","tee-martin","Tee Martin","Offensive Coordinator/Wide Receivers Coach","Black"
"2433","USC",2019,"Graham Harrell","graham-harrell","Graham Harrell","Offensive Coordinator/Quarterbacks Coach","White"
"2434","USC",2020,"Graham Harrell","graham-harrell","Graham Harrell","Offensive Coordinator/Quarterbacks Coach","White"
"2435","USC",2021,"Graham Harrell","graham-harrell","Graham Harrell","Offensive Coordinator/Quarterbacks Coach","White"
"2436","South Florida",2001,"Mike Hobbie","mike-hobbie","Mike Hobbie","Offensive Coordinator/Tight Ends Coach","White"
"2437","South Florida",2002,"Mike Hobbie","mike-hobbie","Mike Hobbie","Offensive Coordinator/Tight Ends Coach","White"
"2438","South Florida",2003,"Mike Hobbie","mike-hobbie","Mike Hobbie","Offensive Coordinator/Tight Ends Coach","White"
"2439","South Florida",2004,"Mike Hobbie","mike-hobbie","Mike Hobbie","Offensive Coordinator/Tight Ends Coach","White"
"2440","South Florida",2006,"Rod Smith","rod-smith","Rod Smith","Offensive Coordinator/Quarterbacks Coach","White"
"2441","South Florida",2007,"Greg Gregory","greg-gregory","Greg Gregory","Offensive Coordinator/Quarterbacks Coach","White"
"2442","South Florida",2008,"Greg Gregory","greg-gregory","Greg Gregory","Offensive Coordinator/Quarterbacks Coach","White"
"2443","South Florida",2009,"Mike Canales","mike-canales","Mike Canales","Offensive Coordinator/Quarterbacks Coach","White"
"2444","South Florida",2010,"Todd Fitch","todd-fitch","Todd Fitch","Offensive Coordinator/Running Backs Coach","White"
"2445","South Florida",2011,"Todd Fitch","todd-fitch","Todd Fitch","Offensive Coordinator/Quarterbacks Coach","White"
"2446","South Florida",2012,"Todd Fitch","todd-fitch","Todd Fitch","Offensive Coordinator/Quarterbacks Coach","White"
"2447","South Florida",2015,"Danny Hope","danny-hope","Danny Hope","Offensive Coordinator/Offensive Line Coach","White"
"2448","South Florida",2015,"David Reaves","david-reaves","David Reaves","Offensive Coordinator/Quarterbacks Coach","White"
"2449","South Florida",2016,"Darren Hiller","darren-hiller","Darren Hiller","Offensive Coordinator/Offensive Line Coach","White"
"2450","South Florida",2016,"T.J. Weist","tj-weist","T.J. Weist","Offensive Coordinator/Wide Receivers Coach","White"
"2451","South Florida",2017,"Sterlin Gilbert","sterlin-gilbert","Sterlin Gilbert","Offensive Coordinator/Quarterbacks Coach","White"
"2452","South Florida",2018,"Sterlin Gilbert","sterlin-gilbert","Sterlin Gilbert","Offensive Coordinator/Quarterbacks Coach","White"
"2453","South Florida",2019,"Kerwin Bell","kerwin-bell","Kerwin Bell","Offensive Coordinator/Quarterbacks Coach","White"
"2454","South Florida",2020,"Charlie Weis Jr.","charlie-weis-jr","Charlie Weis Jr.","Offensive Coordinator/Quarterbacks Coach","White"
"2455","Utah",2000,"Tommy Lee","tommy-lee","Tommy Lee","Offensive Coordinator/Quarterbacks Coach","White"
"2456","Utah",2001,"Craig Ver Steeg","craig-ver-steeg","Craig Ver Steeg","Offensive Coordinator/Quarterbacks Coach","White"
"2457","Utah",2002,"Craig Ver Steeg","craig-ver-steeg","Craig Ver Steeg","Offensive Coordinator/Quarterbacks Coach","White"
"2458","Utah",2003,"Mike Sanford Sr.","mike-sanford-sr","Mike Sanford Sr.","Offensive Coordinator/Running Backs Coach","White"
"2459","Utah",2004,"Mike Sanford Sr.","mike-sanford-sr","Mike Sanford Sr.","Offensive Coordinator/Running Backs Coach","White"
"2460","Utah",2005,"Andy Ludwig","andy-ludwig","Andy Ludwig","Offensive Coordinator/Quarterbacks Coach","White"
"2461","Utah",2006,"Andy Ludwig","andy-ludwig","Andy Ludwig","Offensive Coordinator/Quarterbacks Coach","White"
"2462","Utah",2007,"Andy Ludwig","andy-ludwig","Andy Ludwig","Offensive Coordinator/Quarterbacks Coach","White"
"2463","Utah",2008,"Andy Ludwig","andy-ludwig","Andy Ludwig","Offensive Coordinator/Quarterbacks Coach","White"
"2464","Utah",2009,"Dave Schramm","dave-schramm","Dave Schramm","Offensive Coordinator/Quarterbacks Coach","White"
