"","College","Coach","Role","Race","year_start","year_end"
"916","Tulsa","Gus Malzahn","Offensive Coordinator/Quarterbacks Coach","White",2007,2008
"917","Tulsa","Herb Hand","Offensive Coordinator/Offensive Line Coach","White",2007,2010
"918","Tulsa","Chad Morris","Offensive Coordinator/Quarterbacks Coach","White",2010,2010
"919","Tulsa","Greg Peterson","Offensive Coordinator/Wide Receivers Coach","White",2011,2013
"920","Tulsa","Denver Johnson","Offensive Coordinator/Offensive Line Coach","White",2014,2014
"921","Tulsa","Matt Mattox","Offensive Coordinator/Offensive Line Coach","White",2015,2015
"922","Tulsa","Sterlin Gilbert","Offensive Coordinator/Quarterbacks Coach","White",2015,2015
"923","UAB","Pat Sullivan","Offensive Coordinator/Quarterbacks Coach","White",2000,2006
"924","UAB","Kim Helton","Offensive Coordinator/Tight Ends Coach","White",2007,2011
"925","UAB","Jeff Brohm","Offensive Coordinator/Quarterbacks Coach","White",2012,2012
"926","UAB","Richard Owens","Offensive Coordinator/Wide Receivers Coach","White",2013,2013
"927","UAB","Bryant Vincent","Offensive Coordinator/Quarterbacks Coach","White",2014,2020
"928","UAB","Les Koenning","Offensive Coordinator/Quarterbacks Coach","White",2017,2017
"929","UCF","Robert McFarland","Offensive Coordinator/Offensive Line Coach","White",2001,2003
"930","UCF","Tim Salem","Offensive Coordinator/Quarterbacks Coach","White",2004,2008
"931","UCF","Charlie Taaffe","Offensive Coordinator/Quarterbacks Coach","White",2009,2014
"932","UCF","Brent Key","Offensive Coordinator/Running Backs Coach","White",2015,2015
"933","UCF","Troy Walters","Offensive Coordinator/Wide Receivers Coach","Black",2016,2017
"934","UCF","Jeff Lebby","Offensive Coordinator/Quarterbacks Coach","White",2018,2019
"935","UCF","Alex Golesh","Offensive Coordinator/Tight Ends Coach","White",2020,2020
"936","UCF","Anthony Tucker","Offensive Coordinator/Running Backs Coach","Black",2020,2020
"937","UCF","G.J. Kinne","Offensive Coordinator/Quarterbacks Coach","White",2021,2021
"938","UCF","Tim Harris Jr.","Running Backs Coach/Offensive Coordinator","Black",2021,2021
"939","UCLA","Al Borges","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"940","UCLA","Gary Bernardi","Tight Ends Coach/Offensive Line Coach/Recruiting Coordinator","White",2001,2001
"941","UCLA","Kelly Skipper","Offensive Coordinator/Running Backs Coach/Kickoff Return Coach","Black",2001,2002
"942","UCLA","Steve Axman","Offensive Coordinator/Quarterbacks Coach","White",2003,2003
"943","UCLA","Tom Cable","Offensive Coordinator/Offensive Line Coach","White",2004,2005
"944","UCLA","Jim Svoboda","Offensive Coordinator/Quarterbacks Coach","White",2006,2006
"945","UCLA","Jay Norvell","Offensive Coordinator/Quarterbacks Coach","Black",2007,2007
"946","UCLA","Norm Chow","Offensive Coordinator/Quarterbacks Coach","Other",2008,2010
"947","UCLA","Michael Johnson","Offensive Coordinator/Wide Receivers Coach","Black",2011,2011
"948","UCLA","Noel Mazzone","Offensive Coordinator/Quarterbacks Coach","White",2012,2015
"949","UCLA","Kennedy Polamalu","Offensive Coordinator/Running Backs Coach","Other",2016,2016
"950","UCLA","Justin Frye","Offensive Coordinator/Offensive Line Coach","White",2019,2021
"951","Connecticut","Dave Warner","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"952","Connecticut","Jerry Franks","Offensive Coordinator/Quarterbacks Coach","White",2001,2001
"953","Connecticut","Norries Wilson","Offensive Coordinator/Offensive Line Coach","Black",2002,2005
"954","Connecticut","Rob Ambrose","Offensive Coordinator/Quarterbacks Coach","White",2006,2008
"955","Connecticut","Joe Moorhead","Offensive Coordinator/Quarterbacks Coach","White",2009,2010
"956","Connecticut","George DeLeone","Offensive Coordinator/Tight Ends Coach","White",2011,2012
"957","Connecticut","T.J. Weist","Offensive Coordinator/Wide Receivers Coach","White",2013,2013
"958","Connecticut","Mike Cummings","Offensive Coordinator/Tight Ends Coach","White",2014,2016
"959","Connecticut","Frank Verducci","Offensive Coordinator/Running Backs Coach","White",2015,2016
"960","Connecticut","Rhett Lashlee","Offensive Coordinator/Quarterbacks Coach","White",2017,2017
"961","Connecticut","Frank Giufre","Offensive Coordinator/Offensive Line Coach","White",2019,2021
"962","UNLV","Rob Boras","Offensive Coordinator/Offensive Line Coach","White",2001,2003
"963","UNLV","Vince Alcalde","Offensive Coordinator/Quarterbacks Coach","White",2003,2003
"964","UNLV","Bruce Snyder","Offensive Coordinator/Tight Ends Coach","White",2004,2004
"965","UNLV","Gary Bernardi","Tight Ends Coach/Offensive Line Coach/Recruiting Coordinator","White",2005,2009
"966","UNLV","Noah Brindise","Offensive Coordinator/Quarterbacks Coach","White",2005,2006
"967","UNLV","Todd Berry","Offensive Coordinator/Quarterbacks Coach","White",2007,2009
"968","UNLV","Rob Phenicie","Offensive Coordinator/Quarterbacks Coach","White",2010,2011
"969","UNLV","Brent Myers","Offensive Coordinator/Tight Ends Coach","White",2012,2012
"970","UNLV","Timm Rosenbach","Offensive Coordinator/Quarterbacks Coach","White",2013,2014
"971","UNLV","Barney Cotton","Offensive Coordinator/Tight Ends Coach","White",2015,2018
"972","UNLV","Garin Justice","Offensive Coordinator/Offensive Line Coach","White",2019,2019
"973","UNLV","Glenn Thomas","Offensive Coordinator/Quarterbacks Coach","White",2021,2021
"974","USC","Hue Jackson","Offensive Coordinator/Quarterbacks Coach","Black",2000,2000
"975","USC","Norm Chow","Offensive Coordinator/Quarterbacks Coach","Other",2001,2004
"976","USC","Lane Kiffin","Offensive Coordinator/Wide Receivers Coach","White",2005,2006
"977","USC","Steve Sarkisian","Offensive Coordinator/Quarterbacks Coach","White",2007,2008
"978","USC","John Morton","Offensive Coordinator/Wide Receivers Coach","White",2009,2009
"979","USC","Kennedy Polamalu","Offensive Coordinator/Running Backs Coach","Other",2010,2012
"980","USC","Clay Helton","Offensive Coordinator/Quarterbacks Coach","White",2013,2015
"981","USC","Tee Martin","Offensive Coordinator/Wide Receivers Coach","Black",2015,2018
"982","USC","Graham Harrell","Offensive Coordinator/Quarterbacks Coach","White",2019,2021
"983","South Florida","Mike Hobbie","Offensive Coordinator/Tight Ends Coach","White",2001,2004
"984","South Florida","Rod Smith","Offensive Coordinator/Quarterbacks Coach","White",2006,2006
"985","South Florida","Greg Gregory","Offensive Coordinator/Quarterbacks Coach","White",2007,2008
"986","South Florida","Mike Canales","Offensive Coordinator/Quarterbacks Coach","White",2009,2009
"987","South Florida","Todd Fitch","Offensive Coordinator/Running Backs Coach","White",2010,2012
"988","South Florida","Danny Hope","Offensive Coordinator/Offensive Line Coach","White",2015,2015
"989","South Florida","David Reaves","Offensive Coordinator/Quarterbacks Coach","White",2015,2015
"990","South Florida","Darren Hiller","Offensive Coordinator/Offensive Line Coach","White",2016,2016
"991","South Florida","T.J. Weist","Offensive Coordinator/Wide Receivers Coach","White",2016,2016
"992","South Florida","Sterlin Gilbert","Offensive Coordinator/Quarterbacks Coach","White",2017,2018
"993","South Florida","Kerwin Bell","Offensive Coordinator/Quarterbacks Coach","White",2019,2019
"994","Utah","Tommy Lee","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"995","Utah","Craig Ver Steeg","Offensive Coordinator/Quarterbacks Coach","White",2001,2002
"996","Utah","Mike Sanford Sr.","Offensive Coordinator/Running Backs Coach","White",2003,2004
"997","Utah","Andy Ludwig","Offensive Coordinator/Quarterbacks Coach","White",2005,2021
"998","Utah","Dave Schramm","Offensive Coordinator/Quarterbacks Coach","White",2009,2010
"999","Utah","Aaron Roderick","Offensive Coordinator/Wide Receivers Coach","White",2010,2016
"1000","Utah","Norm Chow","Offensive Coordinator/Tight Ends Coach","Other",2011,2011
"1001","Utah","Brian Johnson","Offensive Coordinator/Quarterbacks Coach","Black",2012,2013
"1002","Utah","Dennis Erickson","Offensive Coordinator/Running Backs Coach","White",2013,2013
"1003","Utah","Dave Christensen","Offensive Coordinator/Tight Ends Coach","White",2014,2014
"1004","Utah","Jim Harding","Offensive Coordinator/Offensive Line Coach","White",2015,2016
"1005","Utah","Troy Taylor","Offensive Coordinator/Quarterbacks Coach","White",2017,2018
"1006","Utah State","Bob Cole","Offensive Coordinator/Quarterbacks Coach","White",2000,2004
"1007","Utah State","Mike Santiago","Offensive Coordinator/Quarterbacks Coach","White",2005,2006
"1008","Utah State","Darrell Dickey","Offensive Coordinator/Quarterbacks Coach","White",2007,2008
"1009","Utah State","Dave Baldwin","Offensive Coordinator/Wide Receivers Coach","White",2009,2011
"1010","Utah State","Matt Wells","Offensive Coordinator/Quarterbacks Coach","White",2012,2012
"1011","Utah State","Kevin McGiven","Offensive Coordinator/Quarterbacks Coach","White",2013,2014
"1012","Utah State","Luke Wells","Offensive Coordinator/Tight Ends Coach","White",2013,2016
"1013","Utah State","Josh Heupel","Offensive Coordinator/Quarterbacks Coach","White",2015,2015
"1014","Utah State","Jovon Bouknight","Offensive Coordinator/Wide Receivers Coach","Black",2016,2016
"1015","Utah State","David Yost","Offensive Coordinator/Quarterbacks Coach","White",2017,2018
"1016","Utah State","Mike Sanford Jr.","Offensive Coordinator/Quarterbacks Coach","White",2019,2019
"1017","Utah State","Bodie Reeder","Offensive Coordinator/Quarterbacks Coach","White",2020,2020
"1018","Utah State","Anthony Tucker","Offensive Coordinator/Quarterbacks Coach","Black",2021,2021
"1019","UTEP","Patrick Higgins","Offensive Coordinator/Wide Receivers Coach","White",2000,2015
"1020","UTEP","Eric Price","Offensive Coordinator/Wide Receivers Coach","White",2004,2007
"1021","UTEP","Aaron Price","Offensive Coordinator/Quarterbacks Coach/Kickers Coach","White",2008,2012
"1022","UTEP","Bob Connelly","Offensive Coordinator/Offensive Line Coach","White",2008,2010
"1023","UTEP","Brian Natkin","Offensive Line Coach/Recruiting Coordinator","White",2012,2012
"1024","UTEP","Brent Pease","Offensive Coordinator/Quarterbacks Coach","White",2016,2017
"1025","UTEP","Mike Canales","Offensive Coordinator/Quarterbacks Coach","White",2018,2020
"1026","UTEP","Dave Warner","Offensive Coordinator","White",2021,2021
"1027","UT San Antonio","Travis Bush","Offensive Coordinator/Quarterbacks Coach","White",2011,2011
"1028","UT San Antonio","Kevin Brown","Offensive Coordinator/Quarterbacks Coach","White",2012,2015
"1029","UT San Antonio","Frank Scelfo","Offensive Coordinator/Quarterbacks Coach","White",2016,2017
"1030","UT San Antonio","Al Borges","Offensive Coordinator/Quarterbacks Coach","White",2018,2018
"1031","UT San Antonio","Jeff Kastl","Offensive Coordinator/Quarterbacks Coach","White",2019,2019
"1032","Vanderbilt","Steve Crosby","Offensive Coordinator/Wide Receivers Coach","White",2000,2001
"1033","Vanderbilt","Ted Cain","Offensive Coordinator/Tight Ends Coach","White",2002,2009
"1034","Vanderbilt","Jimmy Kiser","Offensive Coordinator/Quarterbacks Coach","White",2010,2010
"1035","Vanderbilt","John Donovan","Offensive Coordinator/Running Backs Coach","White",2011,2013
"1036","Vanderbilt","Karl Dorrell","Offensive Coordinator/Quarterbacks Coach","Black",2014,2014
"1037","Vanderbilt","Andy Ludwig","Offensive Coordinator/Quarterbacks Coach","White",2015,2018
"1038","Vanderbilt","Gerry Gdowski","Offensive Coordinator/Quarterbacks Coach","White",2019,2019
"1039","Vanderbilt","David Raih","Offensive Coordinator/Wide Receivers Coach","White",2021,2021
"1040","Virginia","Gary Tranquill","Offensive Coordinator/Quarterbacks Coach","White",2000,2000
"1041","Virginia","Bill Musgrave","Offensive Coordinator/Quarterbacks Coach/Tight Ends Coach","White",2001,2002
"1042","Virginia","Ron Prince","Offensive Coordinator/Offensive Line Coach","Black",2003,2005
"1043","Virginia","Mike Groh","Offensive Coordinator/Quarterbacks Coach/Recruiting Coordinator","White",2006,2008
"1044","Virginia","Gregg Brandon","Offensive Coordinator/Quarterbacks Coach","White",2009,2009
"1045","Virginia","Bill Lazor","Offensive Coordinator/Quarterbacks Coach","White",2010,2012
"1046","Virginia","Steve Fairchild","Offensive Coordinator/Quarterbacks Coach","White",2013,2015
"1047","Virginia","Robert Anae","Offensive Coordinator/Inside Receivers Coach","White",2016,2021
"1048","Virginia Tech","Rickey Bustle","Offensive Coordinator/Quarterbacks Coach","White",2000,2001
"1049","Virginia Tech","Bryan Stinespring","Offensive Coordinator/Offensive Line Coach","White",2002,2012
"1050","Virginia Tech","Scot Loeffler","Offensive Coordinator/Quarterbacks Coach","White",2013,2015
"1051","Virginia Tech","Brad Cornelsen","Offensive Coordinator/Quarterbacks Coach","White",2016,2021
"1052","Wake Forest","Eddie Williamson","Offensive Coordinator/Offensive Line Coach","White",2000,2000
"1053","Wake Forest","Troy Calhoun","Offensive Coordinator/Quarterbacks Coach","White",2001,2002
"1054","Wake Forest","Steed Lobotzke","Offensive Coordinator/Offensive Line Coach","White",2003,2013
"1055","Wake Forest","Warren Ruggiero","Offensive Coordinator/Quarterbacks Coach","White",2014,2021
"1056","Washington","Keith Gilbertson","Offensive Coordinator/Tight Ends Coach","White",2000,2002
"1057","Washington","John Pettas","Offensive Coordinator/Quarterbacks Coach","White",2003,2004
"1058","Washington","Tim Lappano","Offensive Coordinator/Quarterbacks Coach","White",2005,2008
"1059","Washington","Doug Nussmeier","Offensive Coordinator/Quarterbacks Coach","White",2009,2011
"1060","Washington","Eric Kiesau","Offensive Coordinator/Quarterbacks Coach","White",2012,2013
"1061","Washington","Jonathan Smith","Offensive Coordinator/Quarterbacks Coach","White",2014,2017
"1062","Washington","Matt Lubick","Offensive Coordinator/Wide Receivers Coach","White",2017,2018
"1063","Washington","Bush Hamdan","Offensive Coordinator/Quarterbacks Coach","Other",2018,2019
"1064","Washington","John Donovan","Offensive Coordinator/Quarterbacks Coach","White",2020,2021
"1065","Washington State","John McDonell","Offensive Coordinator/Offensive Line Coach","White",2000,2000
"1066","Washington State","Mike Levenseller","Offensive Coordinator/Wide Receivers Coach","White",2001,2007
"1067","Washington State","Todd Sturdy","Offensive Coordinator/Quarterbacks Coach","White",2008,2011
"1068","Washington State","Brian Smith","Offensive Coordinator/Running Backs Coach","White",2020,2020
"1069","Washington State","Craig Stutzmann","Offensive Coordinator/Quarterbacks Coach","Other",2020,2021
"1070","West Virginia","Bill Legg","Offensive Coordinator/Offensive Line Coach","White",2000,2000
"1071","West Virginia","Herb Hand","Tight Ends Coach/Offensive Line Coach/Recruiting Coordinator","White",2001,2006
"1072","West Virginia","Calvin Magee","Offensive Coordinator/Running Backs Coach","Black",2005,2007
"1073","West Virginia","Jeff Mullen","Offensive Coordinator/Quarterbacks Coach","White",2008,2010
"1074","West Virginia","Shannon Dawson","Offensive Coordinator/Wide Receivers Coach","White",2012,2014
"1075","West Virginia","Joe Wickline","Offensive Coordinator/Tight Ends Coach","White",2016,2016
"1076","West Virginia","Jake Spavital","Offensive Coordinator/Quarterbacks Coach","White",2017,2018
"1077","West Virginia","Chad Scott","Offensive Coordinator/Running Backs Coach","Black",2019,2021
"1078","West Virginia","Matt Moore","Offensive Coordinator/Offensive Line Coach","White",2019,2019
"1079","West Virginia","Gerad Parker","Offensive Coordinator/Wide Receivers Coach","White",2020,2021
"1080","Western Kentucky","Kevin Wright","Offensive Coordinator/Quarterbacks Coach","White",2008,2008
"1081","Western Kentucky","Walt Wells","Offensive Coordinator/Offensive Line Coach","White",2009,2009
"1082","Western Kentucky","Zach Azzanni","Offensive Coordinator/Wide Receivers Coach","White",2011,2011
"1083","Western Kentucky","Tyson Helton","Offensive Coordinator/Quarterbacks Coach","White",2014,2015
"1084","Western Kentucky","Brian Brohm","Offensive Coordinator/Quarterbacks Coach","White",2016,2016
"1085","Western Kentucky","Junior Adams","Offensive Coordinator/Wide Receivers Coach","Black",2017,2018
"1086","Western Kentucky","Bryan Ellis","Offensive Coordinator/Quarterbacks Coach","White",2019,2021
"1087","Western Kentucky","Ryan Aplin","Offensive Coordinator/Running Backs Coach","White",2020,2020
"1088","Western Kentucky","Zach Kittley","Offensive Coordinator/Quarterbacks Coach","White",2021,2021
"1089","Western Michigan","Brian Rock","Offensive Coordinator/Wide Receivers Coach","White",2000,2004
"1090","Western Michigan","Mike Cummings","Offensive Line Coach/Recruiting Coordinator","White",2004,2004
"1091","Western Michigan","George McDonald","Offensive Coordinator/Wide Receivers Coach","Black",2005,2006
"1092","Western Michigan","Ryan Cubit","Offensive Coordinator/Quarterbacks Coach","White",2012,2012
"1093","Western Michigan","Kirk Ciarrocca","Offensive Coordinator/Quarterbacks Coach","White",2013,2016
"1094","Western Michigan","Jake Moreland","Offensive Coordinator/Offensive Line Coach","Black",2017,2020
"1095","Western Michigan","Kevin Johns","Offensive Coordinator/Quarterbacks Coach","White",2017,2017
"1096","Western Michigan","Bill Kenney","Offensive Line Coach/Recruiting Coordinator","White",2021,2021
"1097","Western Michigan","Eric Evans","Offensive Coordinator/Quarterbacks Coach","White",2021,2021
"1098","Western Michigan","Mike Bath","Offensive Coordinator/Running Backs Coach","White",2021,2021
"1099","Wisconsin","Brian White","Offensive Coordinator/Running Backs Coach","White",2000,2005
"1100","Wisconsin","Paul Chryst","Offensive Coordinator/Tight Ends Coach","White",2005,2011
"1101","Wisconsin","Matt Canada","Offensive Coordinator/Quarterbacks Coach","White",2012,2012
"1102","Wisconsin","Andy Ludwig","Offensive Coordinator/Quarterbacks Coach","White",2013,2014
"1103","Wisconsin","Joe Rudolph","Offensive Coordinator/Offensive Line Coach","White",2015,2019
"1104","Wyoming","Rusty Burns","Offensive Coordinator/Quarterbacks Coach","White",2000,2001
"1105","Wyoming","Bob Cockhill","Offensive Coordinator/Quarterbacks Coach","White",2003,2007
"1106","Wyoming","Bob Cole","Offensive Coordinator/Quarterbacks Coach","White",2008,2008
"1107","Wyoming","Marcus Arroyo","Offensive Coordinator/Quarterbacks Coach","White",2009,2010
"1108","Wyoming","Gregg Brandon","Offensive Coordinator/Quarterbacks Coach","White",2011,2012
"1109","Wyoming","Jim Harding","Offensive Coordinator/Offensive Line Coach","White",2013,2013
"1110","Wyoming","Brent Vigen","Offensive Coordinator/Quarterbacks Coach","White",2014,2018
"1111","Wyoming","Tim Polasek","Offensive Coordinator/Quarterbacks Coach","White",2021,2021
