"","variable","betweenness","closeness","degree","eigen","Race","Race == ..."
"413","Joe Tresey",0,4.88679733962753e-07,5,9.10667673202463e-05,"White",TRUE
"414","Jim Fleming",0,4.88679733962753e-07,2,8.08670826886645e-05,"White",TRUE
"415","Curt Mallory",0,4.88679733962753e-07,2,0.000102654352475693,"White",TRUE
"416","Kevin Cosgrove",0,4.88679733962753e-07,5,0.000365976624231678,"White",TRUE
"417","Matt Feeney",0,4.88679733962753e-07,1,5.97779221093526e-07,"White",TRUE
"418","Joe Kines",0,4.88679733962753e-07,2,2.09103827541753e-05,"White",TRUE
"419","Tosh Lupoi",0,4.88679733962753e-07,1,0.00039920233533861,"White",TRUE
"420","Pete Golding",0,4.88679733962753e-07,2,0.000541339132473238,"White",TRUE
"421","Charles Kelly",0,4.88679733962753e-07,2,0.000935608605788021,"White",TRUE
"422","Nate Woody",0,4.88679733962753e-07,3,4.22242589372807e-05,"White",TRUE
"423","Scot Sloan",0,4.88679733962753e-07,2,5.7209490749939e-06,"White",TRUE
"424","Bryan Brown",0,4.88679733962753e-07,1,9.87462964373646e-06,"Black",TRUE
"425","Dale Jones",0,4.88679733962753e-07,2,5.01713120976334e-06,"White",TRUE
"426","Duane Akina",0,4.88679733962753e-07,2,0.000610726098191398,"White",TRUE
"427","Larry Mac Duff",0,4.88679733962753e-07,2,0.000153259824749992,"White",TRUE
"428","Greg Brown",0,4.88679733962753e-07,2,0.000693315774240688,"White",TRUE
"429","Tim Kish",0,4.88679733962753e-07,4,0.00149318637127559,"White",TRUE
"430","Jeff Casteel",0,4.88679733962753e-07,4,0.00236600698323259,"White",TRUE
"431","Marcel Yates",0,4.88679733962753e-07,3,0.00181116961372123,"Black",TRUE
"432","Don Brown",0,4.88679733962753e-07,5,0.000347196694238918,"White",TRUE
"433","Phil Snow",0,4.88679733962753e-07,5,0.00043777416730292,"White",TRUE
"434","Bill Miller",0,4.88679733962753e-07,4,0.000198629406983967,"White",TRUE
"435","Craig Bray",0,4.88679733962753e-07,1,8.98087022502733e-05,"White",TRUE
"436","Paul Randolph",0,4.88679733962753e-07,1,0.000298862641461917,"Black",TRUE
"437","Ron West",0,4.88679733962753e-07,2,0.000205574620210407,"White",TRUE
"438","Chris Ball",0,4.88679733962753e-07,3,0.000269459628413413,"White",TRUE
"439","Keith Patterson",0,4.88679733962753e-07,4,0.000619181074397696,"White",TRUE
"440","Marvin Lewis",0,4.88679733962753e-07,1,1.08474859443535e-05,"Black",TRUE
"441","Bobby Allen",0,4.88679733962753e-07,1,7.64002701011771e-06,"White",TRUE
"442","Dave Wommack",0,4.88679733962753e-07,4,0.000171663264124184,"White",TRUE
"443","Reggie Herring",0,4.88679733962753e-07,3,3.93119996874596e-05,"White",TRUE
"444","Willy Robinson",0,4.88679733962753e-07,1,6.15065571379246e-05,"White",TRUE
"445","Robb Smith",0,4.88679733962753e-07,4,0.000301314287310477,"White",TRUE
"446","John Chavis",0,4.88679733962753e-07,4,0.00457419752883931,"White",TRUE
"447","Leon Burtnett",0,4.88679733962753e-07,1,5.89320366799594e-07,"White",TRUE
"448","Jack Curtis",0,4.88679733962753e-07,2,1.47002783461608e-05,"White",TRUE
"449","Kevin Corless",0,4.88679733962753e-07,1,1.36372085825387e-05,"White",TRUE
"450","Joe Cauthen",0,4.88679733962753e-07,3,0.000192443591923225,"White",TRUE
"451","David Duggan",0,4.88679733962753e-07,3,0.000182669988081781,"White",TRUE
"452","Dennis Therrell",0,4.88679733962753e-07,2,0.000144554908104819,"White",TRUE
"453","John Mumford",0,4.88679733962753e-07,2,0,"White",TRUE
"454","Chris Smeland",0,4.88679733962753e-07,2,5.50225538169828e-05,"White",TRUE
"455","Payam Saadat",0,4.88679733962753e-07,1,3.64863350445853e-06,"White",TRUE
"456","Jay Bateman",0,4.88679733962753e-07,3,0.000496396346751793,"White",TRUE
"457","John Loose",0,4.88679733962753e-07,1,5.93912614481504e-06,"White",TRUE
"458","Greg Gasparato",0,4.88679733962753e-07,1,5.93912614481758e-06,"White",TRUE
"459","Shiel Wood",0,4.88679733962753e-07,1,5.93912614481801e-06,"White",TRUE
"460","John Lovett",0,4.88679733962753e-07,4,0.00023768282880357,"White",TRUE
"461","David Gibbs",0,4.88679733962753e-07,5,0.000208664305490974,"White",TRUE
"462","Brian VanGorder",0,4.88679733962753e-07,5,0.000305181961858926,"White",TRUE
"463","Charlie Harbison",0,4.88679733962753e-07,4,0.00182731440212199,"Black",TRUE
"464","Bob Bartolomeo",0,4.88679733962753e-07,1,2.27084466113534e-05,"White",TRUE
"465","Mark Smith",0,4.88679733962753e-07,1,0.000453726572343714,"White",TRUE
"466","Doug Graber",0,4.88679733962753e-07,1,1.10234639333412e-05,"White",TRUE
"467","Jay Hood",0,4.88679733962753e-07,2,1.50110419149144e-05,"White",TRUE
"468","Kevin Kelly",0,4.88679733962753e-07,2,9.55656011327548e-06,"White",TRUE
"469","Tim Daoust",0,4.88679733962753e-07,2,2.13352885252542e-05,"White",TRUE
"470","Tyler Stockton",0,4.88679733962753e-07,1,1.91482547051536e-06,"Black",TRUE
"471","Brick Haley",0,4.88679733962753e-07,1,0.000218659247783039,"Black",TRUE
"472","Bob Trott",0,4.88679733962753e-07,4,0.000137060790963665,"White",TRUE
"473","Bill Bradley",0,4.88679733962753e-07,1,7.12248738639943e-05,"White",TRUE
"474","Larry Hoefer",0,4.88679733962753e-07,2,2.844819810218e-05,"White",TRUE
"475","Brian Norwood",0,4.88679733962753e-07,4,0.000241861709395235,"Black",TRUE
"476","Ron Roberts",0,4.88679733962753e-07,2,0.000199113941032228,"White",TRUE
"477","Bob Gregory",0,4.88679733962753e-07,3,0.00691194021757993,"White",TRUE
"478","Ron Collins",0,4.88679733962753e-07,3,0.25773909595189,"White",TRUE
"479","Pete Kwiatkowski",0,4.88679733962753e-07,3,0.0207633391845358,"White",TRUE
"480","Jeff Schmedding",0,4.88679733962753e-07,1,0.00122240892820423,"White",TRUE
"481","Spencer Danielson",0,4.88679733962753e-07,2,0.00130987555429175,"White",TRUE
"482","Kane Ioane",0,4.88679733962753e-07,1,8.74666260875264e-05,"White",TRUE
"483","Bill McGovern",0,4.88679733962753e-07,1,6.60058300711575e-06,"White",TRUE
"484","Jim Reid",0,4.88679733962753e-07,2,0.000230620855970598,"White",TRUE
"485","Anthony Campanile",0,4.88679733962753e-07,1,5.50678844148025e-05,"White",TRUE
"486","Tem Lukabu",0,4.88679733962753e-07,1,1.48908274065561e-05,"Black",TRUE
"487","Mike Ward",0,4.88679733962753e-07,1,2.01768683045455e-05,"White",TRUE
"488","Mike Elko",0,4.88679733962753e-07,3,0.00177175389515385,"White",TRUE
"489","Shannon Morrison",0,4.88679733962753e-07,1,0.000135734378207611,"Black",TRUE
"490","Kim McCloud",0,4.88679733962753e-07,1,1.04488466682799e-05,"Black",TRUE
"491","Brian Ward",0,4.88679733962753e-07,2,0.000615730285928601,"White",TRUE
"492","Marcus White",0,4.88679733962753e-07,1,2.04286808546964e-05,"Black",TRUE
"493","Perry Eliano",0,4.88679733962753e-07,1,4.08573617094026e-05,"Black",TRUE
"494","Eric Lewis",0,4.88679733962753e-07,2,1.95660440211943e-05,"Black",TRUE
"495","Joe Reich",0,4.88679733962753e-07,1,0,"White",TRUE
"496","Thurmond Moore",0,4.88679733962753e-07,1,1.94811701511844e-07,"Black",TRUE
"497","Tom Jones",0,4.88679733962753e-07,1,1.29874467669823e-07,"White",TRUE
"498","Jimmy Williams",0,4.88679733962753e-07,1,7.45816626764301e-05,"Black",TRUE
"499","Fred Reed",0,4.88679733962753e-07,1,2.48605542254723e-05,"Black",TRUE
"500","William Inge",0,4.88679733962753e-07,4,0.00212194933375175,"Black",TRUE
"501","Lou Tepper",0,4.88679733962753e-07,1,3.38818596203215e-05,"White",TRUE
"502","Brian Borland",0,4.88679733962753e-07,1,3.67086710326162e-17,"White",TRUE
"503","Chris Simpson",0,4.88679733962753e-07,1,0,"Black",TRUE
"504","Ken Schmidt",0,4.88679733962753e-07,1,0.000220604763977431,"White",TRUE
"505","Jaime Hill",0,4.88679733962753e-07,1,0.000104905437326358,"Black",TRUE
"506","Nick Howell",0,4.88679733962753e-07,1,0.000314716311979106,"White",TRUE
"507","Ilaisa Tuiaki",0,4.88679733962753e-07,1,0.000262299654404565,"Black",TRUE
"508","Lyle Setencich",0,4.88679733962753e-07,2,0.000116213077319344,"White",TRUE
"509","Clancy Pendergast",0,4.88679733962753e-07,3,0.000638426760156826,"White",TRUE
"510","Andy Buh",0,4.88679733962753e-07,6,0.000314462611454445,"White",TRUE
"511","Art Kaufman",0,4.88679733962753e-07,4,0.00058610391986537,"White",TRUE
"512","Peter Sirmon",0,4.88679733962753e-07,3,0.000978236039068414,"White",TRUE
"513","John Milligan",0,4.88679733962753e-07,1,1.20242527142328e-05,"White",TRUE
"514","Bart Bartolomeo",0,4.88679733962753e-07,1,4.00808423806881e-06,"White",TRUE
"515","John Jancek",0,4.88679733962753e-07,4,0.000239591464276653,"White",TRUE
"516","Mike Elston",0,4.88679733962753e-07,1,1.64051539306122e-05,"White",TRUE
"517","Tim Banks",0,4.88679733962753e-07,5,0.000652024103725041,"Black",TRUE
"518","Joe Tumpkin",0,4.88679733962753e-07,1,6.64817053419642e-05,"Black",TRUE
"519","Greg Colby",0,4.88679733962753e-07,4,7.40473287034522e-05,"White",TRUE
"520","Robb Akey",0,4.88679733962753e-07,2,0.000154394117182468,"White",TRUE
"521","Matt Wallerstedt",0,4.88679733962753e-07,3,0.000146551585408599,"White",TRUE
"522","Chip West",0,4.88679733962753e-07,1,1.06257704709579e-05,"Black",TRUE
"523","Glenn Spencer",0,4.88679733962753e-07,4,0.00157023961314123,"White",TRUE
"524","Brandon Cooper",0,4.88679733962753e-07,1,0,"Black",TRUE
"525","Marcus West",0,4.88679733962753e-07,1,0,"Black",TRUE
"526","Rick Smith",0,4.88679733962753e-07,3,0.000194893116307672,"White",TRUE
"527","A J  Christoff",0,4.88679733962753e-07,3,3.51558337211989e-05,"White",NA
"528","Mark Criner",0,4.88679733962753e-07,2,2.52377737131511e-05,"White",TRUE
"529","Mike Kolakowski",0,4.88679733962753e-07,1,6.65758693635665e-06,"White",TRUE
"530","Hank Hughes",0,4.88679733962753e-07,3,0.000158548444378607,"White",TRUE
"531","Robert Prunty",0,4.88679733962753e-07,1,0.000142286431875934,"Black",TRUE
"532","Steve Clinkscale",0,4.88679733962753e-07,1,4.74288106253013e-05,"Black",TRUE
"533","Marcus Freeman",0,4.88679733962753e-07,3,0.000394926656976151,"Black",TRUE
"534","Mike Tressel",0,4.88679733962753e-07,2,0.000686796081079271,"White",TRUE
"535","Brent Venables",0,4.88679733962753e-07,2,0.0191177468146845,"White",TRUE
"536","Marion Hobby",0,4.88679733962753e-07,2,0.00197821221406843,"Black",TRUE
"537","Mickey Matthews",0,4.88679733962753e-07,1,9.20740660214159e-07,"White",TRUE
"538","Marvin Sanders",0,4.88679733962753e-07,3,0.000457668276249306,"Black",TRUE
"539","Chad Staggs",0,4.88679733962753e-07,1,1.30709584809338e-07,"White",TRUE
"540","Tom McMahon",0,4.88679733962753e-07,1,0.000216834821349987,"White",TRUE
"541","Vince Okruch",0,4.88679733962753e-07,2,0.000466982458700007,"White",TRUE
"542","Mike Hankwitz",0,4.88679733962753e-07,4,0.000765409900929977,"White",TRUE
"543","Kent Baer",0,4.88679733962753e-07,3,0.00175577179538686,"White",TRUE
"544","D J  Eliot",0,4.88679733962753e-07,3,0.00222237902606123,"White",NA
"545","Chris Wilson",0,4.88679733962753e-07,2,0.000439533822763681,"Black",TRUE
"546","Larry Kerr",0,4.88679733962753e-07,3,0.00110741292370795,"White",TRUE
"547","Steve Stanard",0,4.88679733962753e-07,4,0.0252805939246858,"White",TRUE
"548","Al Simmons",0,4.88679733962753e-07,1,0.000147471093364788,"Black",TRUE
"549","Marty English",0,4.88679733962753e-07,3,0.000278697378333096,"White",TRUE
"550","Chuck Heater",0,4.88679733962753e-07,3,0.000548286661724641,"White",TRUE
"551","Jerry Azzinaro",0,4.88679733962753e-07,2,0.000897408537915965,"White",TRUE
"552","Scott Brown",0,4.88679733962753e-07,1,0.000232048974803924,"White",TRUE
"553","Jim Knowles",0,4.88679733962753e-07,3,0.00147640587434931,"White",TRUE
"554","Ben Albert",0,4.88679733962753e-07,1,0.000350429813978149,"Black",TRUE
"555","Matt Guerrieri",0,4.88679733962753e-07,1,0.000350429813978132,"White",TRUE
"556","Tim Rose",0,4.88679733962753e-07,4,5.80540697686059e-06,"White",TRUE
"557","Greg Hudson",0,4.88679733962753e-07,3,0.000108210935122782,"White",TRUE
"558","Brian Mitchell",0,4.88679733962753e-07,1,0.000185797852687976,"Black",TRUE
"559","Kenwick Thompson",0,4.88679733962753e-07,2,3.92987295363005e-05,"Black",TRUE
"560","David Blackwell",0,4.88679733962753e-07,4,8.67703283275348e-05,"White",TRUE
"561","Blake Harrell",0,4.88679733962753e-07,1,5.63894001172522e-07,"White",TRUE
"562","Billy Harris",0,4.88679733962753e-07,1,8.06666302170306e-07,"White",TRUE
"563","Jay Peterson",0,4.88679733962753e-07,2,0.00469405866343354,"Black",TRUE
"564","Brad McCaslin",0,4.88679733962753e-07,1,4.61630491664933e-06,"White",TRUE
"565","Neal Neathery",0,4.88679733962753e-07,2,0.000101879901533853,"White",TRUE
"566","Kirk Hoza",0,4.88679733962753e-07,1,4.53112217154675e-06,"White",TRUE
"567","Kurt Van Valkenburgh",0,4.88679733962753e-07,1,9.06224434297161e-07,"White",TRUE
"568","Pete Rekstis",0,4.88679733962753e-07,3,0.000501004699405925,"White",TRUE
"569","Roc Bellantoni",0,4.88679733962753e-07,1,2.75834071906462e-05,"White",TRUE
"570","Chris Kiffin",0,4.88679733962753e-07,1,3.99014204098375e-05,"White",TRUE
"571","Tony Pecoraro",0,4.88679733962753e-07,2,5.25526930087065e-05,"White",TRUE
"572","Bernard Clark",0,4.88679733962753e-07,1,4.17421086659221e-08,"Black",TRUE
"573","Kevin Fouquier",0,4.88679733962753e-07,2,2.06257166104405e-05,"White",TRUE
"574","Phil Galiano",0,4.88679733962753e-07,1,8.10328563141455e-05,"White",TRUE
"575","Todd Orlando",0,4.88679733962753e-07,5,0.00111212421846182,"White",TRUE
"576","Josh Conklin",0,4.88679733962753e-07,2,0.000322921674913647,"White",TRUE
"577","Matt House",0,4.88679733962753e-07,3,0.000636612639868762,"White",TRUE
"578","Ron Cooper",0,4.88679733962753e-07,2,7.02537048812333e-06,"Black",TRUE
"579","Jeff Copp",0,4.88679733962753e-07,1,1.6848956160819e-05,"White",TRUE
"580","Jerod Kruse",0,4.88679733962753e-07,1,1.6848956160817e-05,"White",TRUE
"581","Jon Hoke",0,4.88679733962753e-07,2,9.11341762768023e-05,"White",TRUE
"582","Greg Mattison",0,4.88679733962753e-07,4,0.00141889747589146,"White",TRUE
"583","Teryl Austin",0,4.88679733962753e-07,1,0.000274621817614703,"Black",TRUE
"584","Dan Quinn",0,4.88679733962753e-07,1,0.000131040347315475,"White",TRUE
"585","Chris Rumph",0,4.88679733962753e-07,2,7.56863537039059e-05,"Black",TRUE
"586","Todd Grantham",0,4.88679733962753e-07,3,0.000695766888450961,"White",TRUE
"587","Mickey Andrews",0,4.88679733962753e-07,1,0.000243239696424308,"White",TRUE
"588","Harlon Barnett",0,4.88679733962753e-07,2,0.000440229709638642,"Black",TRUE
"589","Adam Fuller",0,4.88679733962753e-07,2,9.17273719287007e-05,"White",TRUE
"590","Kevin Coyle",0,4.88679733962753e-07,1,2.97106907740245e-05,"White",TRUE
"591","Dan Brown",0,4.88679733962753e-07,1,0.000237685526192281,"White",TRUE
"592","Randy Stewart",0,4.88679733962753e-07,1,8.91320723220981e-05,"White",TRUE
"593","Nick Toth",0,4.88679733962753e-07,1,0.000438717387654058,"White",TRUE
"594","Lorenzo Ward",0,4.88679733962753e-07,2,0.000123413021865276,"Black",TRUE
"595","Orlondo Steinauer",0,4.88679733962753e-07,1,0.000152758775254064,"Black",TRUE
"596","Bert Watts",0,4.88679733962753e-07,1,0.000305517550508143,"White",TRUE
"597","Gary Gibbs",0,4.88679733962753e-07,2,0.000133334583086893,"White",TRUE
"598","Willie Martinez",0,4.88679733962753e-07,1,0.00020539455256158,"White",TRUE
"599","Dan Lanning",0,4.88679733962753e-07,1,0.000186705663594959,"White",TRUE
"600","Glenn Schumann",0,4.88679733962753e-07,1,0.000186705663594962,"White",TRUE
"601","Lorenzo Costantini",0,4.88679733962753e-07,1,1.71016003871537e-05,"White",TRUE
"602","Jesse Minter",0,4.88679733962753e-07,2,2.39218459587702e-06,"White",TRUE
"603","Nate Fuqua",0,4.88679733962753e-07,1,2.69459267995625e-06,"White",TRUE
"604","Jon Tenuta",0,4.88679733962753e-07,5,3.75324116150237e-05,"White",TRUE
"605","Andrew Thacker",0,4.88679733962753e-07,1,8.21626689986696e-05,"White",TRUE
"606","Nathan Burton",0,4.88679733962753e-07,1,4.108133449933e-05,"White",TRUE
"607","Kevin Lempa",0,4.88679733962753e-07,2,4.77989382557164e-05,"White",TRUE
"608","George Lumpkin",0,4.88679733962753e-07,1,3.94299323955602e-06,"White",TRUE
"609","Jerry Glanville",0,4.88679733962753e-07,1,1.18289797186961e-05,"White",TRUE
"610","Cal Lee",0,4.88679733962753e-07,1,1.6806743063571e-05,"White",TRUE
"611","Thom Kaumeyer",0,4.88679733962753e-07,3,0.000212490313063198,"White",TRUE
"612","Kevin Clune",0,4.88679733962753e-07,3,0.000167162211799002,"White",TRUE
"613","Tom Mason",0,4.88679733962753e-07,3,6.03619615529356e-05,"White",TRUE
"614","Legi Suiaunoa",0,4.88679733962753e-07,1,3.59699585370172e-05,"Other",TRUE
"615","Corey Batoon",0,4.88679733962753e-07,2,7.4767124131909e-05,"White",TRUE
"616","Jacob Yoro",0,4.88679733962753e-07,1,5.9772528292372e-05,"Other",TRUE
"617","Victor Santa Cruz",0,4.88679733962753e-07,1,5.97725282923695e-05,"Other",TRUE
"618","Dick Bumpas",0,4.88679733962753e-07,3,0.000974366208274271,"White",TRUE
"619","Bradley Dale Peveto",0,4.88679733962753e-07,2,0.000827152731766764,"White",TRUE
"620","Ron Harris",0,4.88679733962753e-07,1,5.99855883992212e-05,"White",TRUE
"621","Alan Weddell",0,4.88679733962753e-07,1,3.99903922661419e-05,"White",TRUE
"622","John Skladany",0,4.88679733962753e-07,3,0.00206845464586298,"White",TRUE
"623","Brian Stewart",0,4.88679733962753e-07,4,0.000331125215390872,"Black",TRUE
"624","Jamie Bryant",0,4.88679733962753e-07,3,1.45603554689431e-06,"White",TRUE
"625","Craig Naivar",0,4.88679733962753e-07,3,0.000410038079892584,"White",TRUE
"626","Clay Jennings",0,4.88679733962753e-07,1,4.40748433764181e-05,"Black",TRUE
"627","Mark D Onofrio",0,4.88679733962753e-07,2,0.000213985919207115,"White",NA
"628","Doug Belk",0,4.88679733962753e-07,1,3.97740269371216e-05,"Black",TRUE
"629","Mike Cassity",0,4.88679733962753e-07,4,7.65869092024269e-05,"White",TRUE
"630","Mike Mallory",0,4.88679733962753e-07,2,4.00226409173418e-05,"White",TRUE
"631","Dan Disch",0,4.88679733962753e-07,2,0.000444056702502733,"White",TRUE
"632","Mike Phair",0,4.88679733962753e-07,1,1.33599129300918e-05,"White",TRUE
"633","Hardy Nickerson",0,4.88679733962753e-07,1,3.17664285543656e-05,"Black",TRUE
"634","Ryan Walters",0,4.88679733962753e-07,3,0.000226658399421244,"Black",TRUE
"635","James Bell",0,4.88679733962753e-07,1,0.000185970307361241,"Black",TRUE
"636","Joe Cullen",0,4.88679733962753e-07,1,1.16292086561717e-05,"White",TRUE
"637","Brian George",0,4.88679733962753e-07,4,0.000119218169027207,"White",TRUE
"638","Joe Palcic",0,4.88679733962753e-07,2,4.96519743598749e-05,"White",TRUE
"639","Doug Mallory",0,4.88679733962753e-07,3,0.00266903850263006,"White",TRUE
"640","Mike Ekeler",0,4.88679733962753e-07,2,0.0015245051575957,"White",TRUE
"641","Mark Hagen",0,4.88679733962753e-07,2,3.56292518277793e-05,"White",TRUE
"642","Kevin Peoples",0,4.88679733962753e-07,1,7.33100811896819e-06,"White",TRUE
"643","Charlton Warren",0,4.88679733962753e-07,1,7.33100811896938e-06,"Black",TRUE
"644","Norm Parker",0,4.88679733962753e-07,1,0.00164150006802555,"White",TRUE
"645","Phil Parker",0,4.88679733962753e-07,1,0.00136791672335459,"White",TRUE
"646","Wayne Bolt",0,4.88679733962753e-07,3,0.000175073183529828,"White",TRUE
"647","Wally Burnham",0,4.88679733962753e-07,2,0.000635771240914705,"White",TRUE
"648","Jon Heacock",0,4.88679733962753e-07,1,6.27474397356659e-05,"White",TRUE
"649","Ardell Wiegandt",0,4.88679733962753e-07,1,1.59292256624955e-06,"White",TRUE
"650","Tom Hayes",0,4.88679733962753e-07,3,0.000772631029781923,"White",TRUE
"651","Bill Young",0,4.88679733962753e-07,5,0.00197052282644898,"White",TRUE
"652","Clint Bowen",0,4.88679733962753e-07,6,0.00103853162030962,"White",TRUE
"653","Buddy Wyatt",0,4.88679733962753e-07,1,2.48605542254711e-05,"Black",TRUE
"654","Vic Shealy",0,4.88679733962753e-07,2,0.000141508970755003,"White",TRUE
"655","Dave Campo",0,4.88679733962753e-07,1,6.62884575752475e-06,"White",TRUE
