"","College","Coach","Role","Race","year_start","year_end"
"657","Notre Dame","Kerry Cooks","Defensive Coordinator/Cornerbacks Coach","Black",2012,2013
"658","Notre Dame","Brian VanGorder","Defensive Coordinator/Inside Linebackers Coach","White",2014,2016
"659","Notre Dame","Mike Elko","Defensive Coordinator","White",2017,2017
"660","Notre Dame","Clark Lea","Defensive Coordinator/Linebackers Coach","White",2018,2020
"661","Notre Dame","Marcus Freeman","Defensive Coordinator/Linebackers Coach","Black",2021,2021
"662","Ohio","Brian Knorr","Defensive Coordinator/Inside Linebackers Coach","White",2000,2000
"663","Ohio","Tim Kish","Defensive Coordinator/Inside Linebackers Coach","White",2001,2001
"664","Ohio","Tim DeRuyter","Defensive Coordinator/Outside Linebackers Coach","White",2002,2004
"665","Ohio","Jim Burrow","Defensive Coordinator/Defensive Backs Coach","White",2005,2018
"666","Ohio","Ron Collins","Defensive Coordinator/Linebackers Coach","White",2017,2021
"667","Ohio","Pete Germano","Defensive Coordinator/Defensive Ends Coach","White",2019,2021
"668","Ohio State","Jon Tenuta","Defensive Coordinator/Defensive Backs Coach","White",2000,2000
"669","Ohio State","Mark Dantonio","Defensive Coordinator","White",2001,2003
"670","Ohio State","Mark Snyder","Defensive Coordinator","White",2004,2004
"671","Ohio State","Mel Tucker","Defensive Coordinator/Defensive Backs Coach","Black",2004,2004
"672","Ohio State","Jim Heacock","Defensive Coordinator/Defensive Line Coach","White",2005,2011
"673","Ohio State","Luke Fickell","Defensive Coordinator/Linebackers Coach","White",2005,2016
"674","Ohio State","Everett Withers","Defensive Coordinator/Safeties Coach","Black",2012,2013
"675","Ohio State","Chris Ash","Defensive Coordinator/Safeties Coach","White",2014,2015
"676","Ohio State","Greg Schiano","Defensive Coordinator/Safeties Coach","White",2016,2018
"677","Ohio State","Alex Grinch","Defensive Coordinator/Safeties Coach","White",2018,2018
"678","Ohio State","Greg Mattison","Defensive Coordinator","White",2019,2020
"679","Ohio State","Jeff Hafley","Defensive Coordinator/Defensive Backs Coach","White",2019,2019
"680","Ohio State","Kerry Coombs","Defensive Coordinator/Defensive Backs Coach","White",2020,2021
"681","Oklahoma","Brent Venables","Defensive Coordinator/Linebackers Coach","White",2000,2011
"682","Oklahoma","Mike Stoops","Defensive Coordinator/Defensive Backs Coach","White",2000,2018
"683","Oklahoma","Bo Pelini","Defensive Coordinator/Defensive Backs Coach","White",2004,2004
"684","Oklahoma","Alex Grinch","Defensive Coordinator/Safeties Coach","White",2019,2021
"685","Oklahoma State","Mike Cassity","Defensive Coordinator/Defensive Backs Coach","White",2000,2000
"686","Oklahoma State","Bill Clay","Defensive Coordinator/Linebackers Coach","White",2001,2004
"687","Oklahoma State","Vance Bedford","Defensive Coordinator","Black",2005,2006
"688","Oklahoma State","Tim Beckman","Defensive Coordinator/Safeties Coach","White",2007,2008
"689","Oklahoma State","Bill Young","Defensive Coordinator/Defensive Line Coach","White",2009,2012
"690","Oklahoma State","Glenn Spencer","Defensive Coordinator/Linebackers Coach","White",2011,2017
"691","Oklahoma State","Jim Knowles","Defensive Coordinator/Linebackers Coach","White",2018,2021
"692","Old Dominion","Rich Nagy","Defensive Coordinator/Linebackers Coach","White",2014,2018
"693","Old Dominion","David Blackwell","Defensive Coordinator/Linebackers Coach","White",2019,2019
"694","Old Dominion","Grady Brown","Defensive Coordinator/Cornerbacks Coach","Black",2019,2019
"695","Old Dominion","Blake Seiler","Defensive Coordinator/Inside Linebackers Coach","White",2020,2021
"696","Ole Miss","Art Kaufman","Defensive Coordinator/Linebackers Coach","White",2000,2000
"697","Ole Miss","Don Lindsey","Defensive Coordinator/Linebackers Coach","White",2001,2001
"698","Ole Miss","Chuck Driesbach","Defensive Coordinator/Linebackers Coach","White",2002,2004
"699","Ole Miss","John Thompson","Defensive Coordinator/Defensive Backs Coach","White",2007,2007
"700","Ole Miss","Tyrone Nix","Defensive Coordinator/Linebackers Coach","Black",2008,2011
"701","Ole Miss","Dave Wommack","Defensive Coordinator/Safeties Coach","White",2012,2016
"702","Ole Miss","Wesley McGriff","Defensive Coordinator/Cornerbacks Coach","Black",2012,2018
"703","Ole Miss","Jason Jones","Defensive Coordinator/Cornerbacks Coach","Black",2013,2018
"704","Ole Miss","Mike MacIntyre","Defensive Coordinator","White",2019,2019
"705","Ole Miss","Chris Partridge","Defensive Coordinator/Safeties Coach","White",2020,2021
"706","Ole Miss","D.J. Durkin","Defensive Coordinator/Linebackers Coach","White",2020,2021
"707","Oregon","Nick Aliotti","Defensive Coordinator","White",2000,2013
"708","Oregon","Don Pellum","Defensive Coordinator/Inside Linebackers Coach","Black",2014,2015
"709","Oregon","Brady Hoke","Defensive Coordinator/Defensive Ends Coach","White",2016,2016
"710","Oregon","Jim Leavitt","Defensive Coordinator/Inside Linebackers Coach","White",2017,2018
"711","Oregon","Joe Salave'a","Defensive Coordinator/Defensive Line Coach","Other",2018,2019
"712","Oregon","Keith Heyward","Defensive Coordinator/Safeties Coach","Black",2018,2020
"713","Oregon","Andy Avalos","Defensive Coordinator","White",2019,2020
"714","Oregon","Ken Wilson","Defensive Coordinator/Inside Linebackers Coach","White",2021,2021
"715","Oregon","Tim DeRuyter","Defensive Coordinator/Outside Linebackers Coach","White",2021,2021
"716","Oregon State","Craig Bray","Defensive Coordinator/Defensive Backs Coach","White",2000,2002
"717","Oregon State","Mark Banker","Defensive Coordinator/Safeties Coach","White",2003,2014
"718","Oregon State","Kalani Sitake","Defensive Coordinator","Other",2015,2015
"719","Oregon State","Kevin Clune","Defensive Coordinator/Inside Linebackers Coach","White",2016,2017
"720","Oregon State","Tim Tibesar","Defensive Coordinator/Outside Linebackers Coach","White",2018,2021
"721","Penn State","Tom Bradley","Defensive Coordinator/Defensive Backs Coach","White",2000,2011
"722","Penn State","Ted Roof","Defensive Coordinator","White",2012,2012
"723","Penn State","John Butler","Defensive Coordinator/Cornerbacks Coach","White",2013,2013
"724","Penn State","Bob Shoop","Defensive Coordinator/Safeties Coach","White",2014,2015
"725","Penn State","Brent Pry","Defensive Coordinator/Linebackers Coach","White",2016,2021
"726","Penn State","Tim Banks","Defensive Coordinator/Safeties Coach","Black",2016,2020
"727","Penn State","Anthony Poindexter","Safeties Coach/Defensive Coordinator","Black",2021,2021
"728","Pittsburgh","Paul Rhoads","Defensive Coordinator/Defensive Backs Coach","White",2000,2007
"729","Pittsburgh","Phil Bennett","Defensive Coordinator","White",2008,2010
"730","Pittsburgh","Keith Patterson","Defensive Coordinator/Linebackers Coach","White",2011,2011
"731","Pittsburgh","Paul Randolph","Defensive Coordinator/Defensive Line Coach","Black",2011,2011
"732","Pittsburgh","Dave Huxtable","Defensive Coordinator","White",2012,2012
"733","Pittsburgh","Matt House","Defensive Coordinator/Defensive Backs Coach","White",2013,2014
"734","Pittsburgh","Josh Conklin","Defensive Coordinator","White",2015,2017
"735","Pittsburgh","Randy Bates","Defensive Coordinator","White",2018,2021
"736","Purdue","Brock Spack","Defensive Coordinator/Inside Linebackers Coach","White",2000,2008
"737","Purdue","Donn Landholm","Defensive Coordinator","White",2009,2010
"738","Purdue","Gary Emanuel","Defensive Coordinator/Defensive Line Coach","Black",2010,2011
"739","Purdue","Tim Tibesar","Defensive Coordinator/Linebackers Coach","White",2012,2012
"740","Purdue","Greg Hudson","Defensive Coordinator","White",2013,2015
"741","Purdue","Marcus Freeman","Defensive Coordinator/Linebackers Coach","Black",2016,2016
"742","Purdue","Ross Els","Defensive Coordinator/Safeties Coach","White",2016,2016
"743","Purdue","Anthony Poindexter","Defensive Coordinator/Safeties Coach","Black",2017,2020
"744","Purdue","Nick Holt","Defensive Coordinator/Linebackers Coach","White",2017,2019
"745","Purdue","Bob Diaco","Defensive Coordinator/Linebackers Coach","White",2020,2020
"746","Purdue","Brad Lambert","Defensive Coordinator/Linebackers Coach","White",2021,2021
"747","Purdue","Mark Hagen","Defensive Line Coach/Defensive Coordinator","White",2021,2021
"748","Purdue","Ron English","Defensive Coordinator/Defensive Backs Coach","Black",2021,2021
"749","Rice","Roger Hinshaw","Defensive Coordinator/Safeties Coach","White",2000,2005
"750","Rice","Paul Randolph","Defensive Coordinator/Linebackers Coach","Black",2006,2006
"751","Rice","Chuck Driesbach","Defensive Coordinator/Linebackers Coach","White",2007,2011
"752","Rice","Craig Naivar","Defensive Coordinator/Safeties Coach","White",2008,2009
"753","Rice","Chris Thurmond","Defensive Coordinator/Cornerbacks Coach","White",2012,2016
"754","Rice","Brian Stewart","Defensive Coordinator/Cornerbacks Coach","Black",2017,2017
"755","Rice","Brian Smith","Defensive Coordinator/Safeties Coach","White",2018,2021
"756","Rutgers","Dennis Creehan","Defensive Coordinator/Outside Linebackers Coach","White",2000,2000
"757","Rutgers","Paul Ferraro","Defensive Coordinator","White",2001,2004
"758","Rutgers","Bob Fraser","Defensive Coordinator/Linebackers Coach","White",2009,2011
"759","Rutgers","Ed Pinkham","Defensive Coordinator/Defensive Backs Coach","White",2009,2010
"760","Rutgers","Robb Smith","Defensive Coordinator/Defensive Backs Coach","White",2012,2021
"761","Rutgers","Dave Cohen","Defensive Coordinator/Linebackers Coach","White",2013,2013
"762","Rutgers","Joe Rossi","Defensive Coordinator","White",2014,2015
"763","Rutgers","Jay Niemann","Defensive Coordinator/Linebackers Coach","White",2016,2018
"764","Rutgers","Bill Busch","Defensive Coordinator/Defensive Backs Coach","White",2017,2017
"765","Rutgers","Noah Joseph","Defensive Coordinator/Safeties Coach","White",2018,2019
"766","Rutgers","Andy Buh","Defensive Coordinator/Linebackers Coach","White",2019,2019
"767","San Diego State","Ken Delgado","Defensive Coordinator","?",2000,2001
"768","San Diego State","Thom Kaumeyer","Defensive Coordinator","White",2002,2005
"769","San Diego State","Bob Elliott","Defensive Coordinator","White",2006,2007
"770","San Diego State","Rocky Long","Defensive Coordinator","White",2009,2010
"771","San Diego State","Danny Gonzales","Defensive Coordinator/Safeties Coach","White",2017,2017
"772","San Diego State","Zach Arnett","Defensive Coordinator/Linebackers Coach","White",2018,2019
"773","San Diego State","Kurt Mattix","Defensive Coordinator/Linebackers Coach","White",2020,2021
"774","San José State","Barry Sacks","Defensive Coordinator","White",2000,2000
"775","San José State","Paul Arslanian","Defensive Coordinator","White",2000,2000
"776","San José State","Ronnie Lee","Defensive Coordinator","Black",2001,2002
"777","San José State","Chris Wilkerson","Defensive Coordinator/Safeties Coach","White",2003,2003
"778","San José State","Keith Burns","Defensive Coordinator/Safeties Coach","White",2004,2009
"779","San José State","Dave Fipp","Defensive Coordinator/Defensive Backs Coach","White",2005,2007
"780","San José State","Tom Williams","Defensive Coordinator/Linebackers Coach","Black",2005,2006
"781","San José State","Kent Baer","Defensive Coordinator/Linebackers Coach","White",2010,2012
"782","San José State","Kenwick Thompson","Defensive Coordinator/Linebackers Coach","Black",2013,2013
"783","San José State","Greg Robinson","Defensive Coordinator/Linebackers Coach","White",2014,2015
"784","San José State","Ron English","Defensive Coordinator","Black",2016,2016
"785","San José State","Derrick Odum","Defensive Coordinator","Black",2017,2018
"786","SMU","Eric Schumann","Defensive Coordinator","White",2000,2001
"787","SMU","Jim Gush","Defensive Coordinator/Linebackers Coach","White",2002,2007
"788","SMU","Tom Mason","Defensive Coordinator/Linebackers Coach","White",2008,2014
"789","SMU","Van Malone","Defensive Coordinator","Black",2015,2017
"790","SMU","Kevin Kane","Defensive Coordinator/Linebackers Coach","White",2018,2020
"791","SMU","Jim Leavitt","Defensive Coordinator","White",2021,2021
"792","South Alabama","Bill Clark","Defensive Coordinator/Linebackers Coach","White",2012,2012
"793","South Alabama","Kevin Sherrer","Defensive Coordinator/Defensive Backs Coach","White",2013,2013
"794","South Alabama","Travis Pearson","Defensive Coordinator","Black",2014,2015
"795","South Alabama","Kane Wommack","Defensive Coordinator/Linebackers Coach","White",2016,2017
"796","South Alabama","Brian Turner","Defensive Coordinator/Defensive Line Coach","White",2017,2017
"797","South Alabama","Greg Stewart","Defensive Coordinator/Linebackers Coach","White",2018,2020
"798","South Alabama","Corey Batoon","Defensive Coordinator/Safeties Coach","White",2021,2021
"799","South Carolina","Charlie Strong","Defensive Coordinator/Defensive Line Coach","Black",2000,2001
"800","South Carolina","Tyrone Nix","Defensive Coordinator/Inside Linebackers Coach","Black",2007,2007
"801","South Carolina","Ellis Johnson","Defensive Coordinator/Linebackers Coach","White",2008,2011
"802","South Carolina","Lorenzo Ward","Defensive Coordinator","Black",2012,2015
"803","South Carolina","Jon Hoke","Defensive Coordinator/Defensive Backs Coach","White",2015,2015
"804","South Carolina","Travaris Robinson","Defensive Coordinator/Defensive Backs Coach","Black",2016,2020
"805","South Carolina","Clayton White","Defensive Coordinator/Inside Linebackers Coach","Black",2021,2021
"806","South Florida","Glenn Spencer","Defensive Coordinator/Linebackers Coach","White",2020,2021
"807","Southern Mississippi","Dave Wommack","Defensive Coordinator/Inside Linebackers Coach","White",2000,2000
"808","Southern Mississippi","Tyrone Nix","Defensive Coordinator/Inside Linebackers Coach","Black",2001,2004
"809","Southern Mississippi","Jay Hopson","Defensive Coordinator/Defensive Backs Coach","White",2005,2007
"810","Southern Mississippi","Todd Bradford","Defensive Coordinator/Safeties Coach","White",2008,2010
"811","Southern Mississippi","Dan Disch","Defensive Coordinator/Safeties Coach","White",2011,2011
"812","Southern Mississippi","David Duggan","Defensive Coordinator/Linebackers Coach","White",2011,2015
"813","Southern Mississippi","Tommy West","Defensive Coordinator/Linebackers Coach","White",2012,2012
"814","Southern Mississippi","Tony Pecoraro","Defensive Coordinator/Inside Linebackers Coach","White",2016,2020
"815","Southern Mississippi","Derek Nicholson","Defensive Coordinator/Linebackers Coach","Black",2018,2019
"816","Southern Mississippi","Austin Armstrong","Defensive Coordinator/Inside Linebackers Coach","White",2021,2021
"817","Stanford","Kent Baer","Defensive Coordinator/Linebackers Coach","White",2000,2001
"818","Stanford","Mark Banker","Defensive Coordinator/Defensive Backs Coach","White",2002,2002
"819","Stanford","Tom Williams","Defensive Coordinator/Linebackers Coach","Black",2002,2003
"820","Stanford","A.J. Christoff","Defensive Coordinator/Defensive Backs Coach","White",2003,2006
"821","Stanford","Tom Hayes","Defensive Coordinator/Defensive Backs Coach","White",2005,2005
"822","Stanford","Andy Buh","Defensive Coordinator/Linebackers Coach","White",2008,2009
"823","Stanford","Ron Lynn","Defensive Coordinator","White",2008,2009
"824","Stanford","Vic Fangio","Defensive Coordinator/Linebackers Coach","White",2010,2010
"825","Stanford","Derek Mason","Defensive Coordinator/Defensive Backs Coach","Black",2011,2013
"826","Stanford","Jason Tarver","Defensive Coordinator/Inside Linebackers Coach","White",2011,2011
"827","Stanford","Lance Anderson","Defensive Coordinator/Outside Linebackers Coach","White",2014,2021
"828","Syracuse","Chris Rippon","Defensive Coordinator/Linebackers Coach","White",2000,2003
"829","Syracuse","Steve Dunlap","Defensive Coordinator/Linebackers Coach","White",2004,2004
"830","Syracuse","Steve Russ","Defensive Coordinator/Linebackers Coach","White",2007,2007
"831","Syracuse","Derrick Jackson","Defensive Coordinator/Defensive Line Coach","Black",2008,2008
"832","Syracuse","Scott Shafer","Defensive Coordinator","White",2009,2012
"833","Syracuse","Chuck Bullough","Defensive Coordinator","White",2013,2015
"834","Syracuse","Brian Ward","Defensive Coordinator","White",2016,2019
"835","Syracuse","Tony White","Defensive Coordinator","Black",2020,2021
"836","TCU","Gary Patterson","Defensive Coordinator/Safeties Coach","White",2000,2000
"837","TCU","Chuck Driesbach","Defensive Coordinator/Linebackers Coach","White",2001,2001
"838","TCU","David Bailiff","Defensive Coordinator/Defensive Line Coach","White",2002,2003
"839","TCU","Dick Bumpas","Defensive Coordinator/Defensive Line Coach","White",2004,2014
"840","TCU","Chad Glasgow","Defensive Coordinator/Safeties Coach","White",2015,2021
"841","TCU","DeMontie Cross","Defensive Coordinator/Linebackers Coach","Black",2015,2015
"842","Temple","Raymond Monica","Defensive Coordinator","White",2000,2005
"843","Temple","Mark D'Onofrio","Defensive Coordinator","White",2006,2010
"844","Temple","Chuck Heater","Defensive Coordinator/Defensive Backs Coach","White",2011,2012
"845","Temple","Phil Snow","Defensive Coordinator/Safeties Coach","White",2013,2016
"846","Temple","Taver Johnson","Defensive Coordinator/Safeties Coach","Black",2017,2017
"847","Temple","Andrew Thacker","Defensive Coordinator/Linebackers Coach","White",2018,2018
"848","Temple","Jeff Knowles","Defensive Coordinator/Linebackers Coach","White",2019,2021
"849","Tennessee","John Chavis","Defensive Coordinator/Linebackers Coach","White",2000,2008
"850","Tennessee","Monte Kiffin","Defensive Coordinator","White",2009,2009
"851","Tennessee","Justin Wilcox","Defensive Coordinator","White",2010,2011
"852","Tennessee","Sal Sunseri","Defensive Coordinator/Linebackers Coach","White",2012,2012
"853","Tennessee","John Jancek","Defensive Coordinator","White",2013,2015
"854","Tennessee","Bob Shoop","Defensive Coordinator","White",2016,2017
"855","Tennessee","Chris Rumph","Defensive Coordinator/Outside Linebackers Coach","Black",2018,2018
"856","Tennessee","Kevin Sherrer","Defensive Coordinator/Inside Linebackers Coach","White",2018,2018
"857","Tennessee","Derrick Ansley","Defensive Coordinator/Defensive Backs Coach","Black",2019,2020
"858","Tennessee","Tim Banks","Defensive Coordinator","Black",2021,2021
"859","Texas","Carl Reese","Defensive Coordinator/Linebackers Coach","White",2000,2003
"860","Texas","Duane Akina","Defensive Coordinator/Defensive Backs Coach","White",2004,2007
"861","Texas","Greg Robinson","Defensive Coordinator/Linebackers Coach","White",2004,2004
"862","Texas","Gene Chizik","Defensive Coordinator/Linebackers Coach","White",2005,2006
"863","Texas","Larry Mac Duff","Defensive Coordinator/Linebackers Coach","White",2007,2007
"864","Texas","Will Muschamp","Defensive Coordinator/Linebackers Coach","White",2008,2010
"865","Texas","Manny Diaz","Defensive Coordinator/Linebackers Coach","Other",2011,2013
"866","Texas","Vance Bedford","Defensive Coordinator/Defensive Backs Coach","Black",2014,2016
"867","Texas","Todd Orlando","Defensive Coordinator/Linebackers Coach","White",2017,2019
"868","Texas","Craig Naivar","Defensive Coordinator/Safeties Coach","White",2019,2019
"869","Texas","Chris Ash","Defensive Coordinator/Safeties Coach","White",2020,2020
"870","Texas","Coleman Hutzler","Defensive Coordinator/Linebackers Coach","White",2020,2020
"871","Texas","Jeff Choate","Defensive Coordinator/Inside Linebackers Coach","White",2021,2021
"872","Texas","Pete Kwiatkowski","Defensive Coordinator/Outside Linebackers Coach","White",2021,2021
"873","Texas A&M","Mike Hankwitz","Defensive Coordinator/Outside Linebackers Coach","White",2000,2002
"874","Texas A&M","Carl Torbush","Defensive Coordinator/Linebackers Coach","White",2003,2005
"875","Texas A&M","Gary Darnell","Defensive Coordinator/Linebackers Coach","White",2006,2007
"876","Texas A&M","Joe Kines","Defensive Coordinator/Linebackers Coach","White",2008,2009
"877","Texas A&M","Tim DeRuyter","Defensive Coordinator/Safeties Coach","White",2010,2011
"878","Texas A&M","Marcel Yates","Defensive Coordinator/Defensive Backs Coach","Black",2012,2013
"879","Texas A&M","Mark Snyder","Defensive Coordinator","White",2012,2014
"880","Texas A&M","John Chavis","Defensive Coordinator/Linebackers Coach","White",2015,2017
"881","Texas A&M","Mike Elko","Defensive Coordinator/Safeties Coach","White",2018,2021
"882","Texas State","Craig Naivar","Defensive Coordinator/Safeties Coach","White",2012,2013
"883","Texas State","John Thompson","Defensive Coordinator/Safeties Coach","White",2014,2015
"884","Texas State","Archie McDaniel","Defensive Coordinator/Inside Linebackers Coach","Black",2020,2020
"885","Texas State","Zac Spavital","Defensive Coordinator","White",2020,2021
"886","Texas Tech","Lyle Setencich","Defensive Coordinator/Linebackers Coach","White",2005,2007
"887","Texas Tech","Ruffin McNeill","Defensive Coordinator/Defensive Tackles Coach","Black",2007,2009
"888","Texas Tech","James Willis","Defensive Coordinator/Inside Linebackers Coach","Black",2010,2010
"889","Texas Tech","Chad Glasgow","Defensive Coordinator","White",2011,2011
"890","Texas Tech","Art Kaufman","Defensive Coordinator/Linebackers Coach","White",2012,2012
"891","Texas Tech","Matt Wallerstedt","Defensive Coordinator/Linebackers Coach","White",2013,2014
"892","Texas Tech","Mike Smith","Defensive Coordinator/Outside Linebackers Coach","White",2013,2015
"893","Texas Tech","David Gibbs","Defensive Coordinator/Safeties Coach","White",2015,2018
"894","Texas Tech","Keith Patterson","Defensive Coordinator/Linebackers Coach","White",2019,2021
"895","Toledo","Lou West","Defensive Coordinator","Black",2001,2004
"896","Toledo","Tim Rose","Defensive Coordinator","White",2005,2008
"897","Toledo","Paul Nichols","Defensive Coordinator/Safeties Coach","White",2009,2011
"898","Toledo","Tom Matukewicz","Defensive Coordinator/Linebackers Coach","White",2012,2013
"899","Toledo","Jon Heacock","Defensive Coordinator/Safeties Coach","White",2014,2015
"900","Toledo","Brian George","Defensive Coordinator/Defensive Line Coach","White",2016,2019
"901","Toledo","Vince Kehres","Defensive Coordinator/Linebackers Coach","White",2020,2021
"902","Troy","Wayne Bolt","Defensive Coordinator/Linebackers Coach","White",2001,2014
"903","Troy","Vic Koenning","Defensive Coordinator/Linebackers Coach","White",2003,2018
"904","Troy","Jeremy Rowell","Defensive Coordinator/Defensive Backs Coach","White",2005,2012
"905","Troy","Ricky Logo","Defensive Coordinator/Defensive Tackles Coach","Other",2005,2005
"906","Troy","Mike Pelton","Defensive Coordinator/Defensive Line Coach","Black",2006,2006
"907","Troy","Brandon Hall","Defensive Coordinator/Safeties Coach","White",2019,2021
"908","Tulane","Pete McGinnis","Defensive Coordinator/Inside Linebackers Coach","White",2000,2001
"909","Tulane","Eric Schumann","Defensive Coordinator/Inside Linebackers Coach","White",2002,2006
"910","Tulane","Thom Kaumeyer","Defensive Coordinator","White",2007,2007
"911","Tulane","O'Neill Gilbert","Defensive Coordinator/Linebackers Coach","Black",2008,2008
"912","Tulane","Steve Stanard","Defensive Coordinator/Linebackers Coach","White",2009,2011
"913","Tulane","Jon Sumrall","Defensive Coordinator/Defensive Line Coach","White",2012,2014
"914","Tulane","Lionel Washington","Defensive Coordinator/Defensive Backs Coach","Black",2012,2015
"915","Tulane","Jason Rollins","Defensive Coordinator/Defensive Backs Coach","Black",2015,2015
"916","Tulane","Jack Curtis","Defensive Coordinator/Safeties Coach","White",2016,2020
"917","Tulane","Chris Hampton","Defensive Coordinator","Black",2021,2021
"918","Tulsa","Jeff McInerney","Defensive Coordinator/Defensive Line Coach","White",2000,2002
"919","Tulsa","Todd Graham","Defensive Coordinator/Defensive Backs Coach","White",2003,2003
"920","Tulsa","Keith Patterson","Defensive Coordinator/Safeties Coach","White",2006,2010
"921","Tulsa","Mark Nelson","Defensive Coordinator/Defensive Line Coach","White",2006,2006
"922","Tulsa","Ron West","Defensive Coordinator/Linebackers Coach","White",2009,2009
"923","Tulsa","Paul Randolph","Defensive Coordinator/Defensive Line Coach","Black",2010,2010
"924","Tulsa","Brent Guy","Defensive Coordinator/Linebackers Coach","White",2011,2014
"925","Tulsa","Bill Young","Defensive Coordinator/Defensive Line Coach","White",2015,2018
"926","Tulsa","Brian Norwood","Defensive Coordinator/Safeties Coach","Black",2015,2016
"927","Tulsa","Joseph Gillespie","Defensive Coordinator/Linebackers Coach","White",2019,2021
"928","UAB","Bill Clay","Defensive Coordinator/Linebackers Coach","White",2000,2000
"929","UAB","Rick Christophel","Defensive Coordinator","White",2001,2006
"930","UAB","Wayne Bolt","Defensive Coordinator/Inside Linebackers Coach","White",2003,2005
"931","UAB","Eric Schumann","Defensive Coordinator/Safeties Coach","White",2007,2010
"932","UAB","Tommy West","Defensive Coordinator/Linebackers Coach","White",2011,2011
"933","UAB","Reggie Johnson","Defensive Coordinator/Linebackers Coach","Black",2012,2013
"934","UAB","Duwan Walker","Defensive Coordinator/Defensive Backs Coach","Black",2014,2014
"935","UAB","David Reeves","Defensive Coordinator","White",2017,2021
"936","UCF","Gene Chizik","Defensive Coordinator/Defensive Backs Coach","White",2000,2001
"937","UCF","Bill D'Ottavio","Defensive Coordinator/Linebackers Coach","White",2002,2003
"938","UCF","Lance Thompson","Defensive Coordinator","White",2004,2006
"939","UCF","John Skladany","Defensive Coordinator","White",2007,2011
"940","UCF","Dave Huxtable","Defensive Coordinator","White",2008,2010
"941","UCF","Jim Fleming","Defensive Coordinator","White",2012,2013
"942","UCF","Tyson Summers","Defensive Coordinator/Linebackers Coach","White",2014,2014
"943","UCF","Chuck Bresnahan","Defensive Coordinator/Linebackers Coach","White",2015,2015
"944","UCF","Erik Chinander","Defensive Coordinator","White",2016,2017
"945","UCF","Randy Shannon","Defensive Coordinator/Linebackers Coach","Black",2018,2020
"946","UCF","David Gibbs","Defensive Coordinator/Defensive Backs Coach","White",2021,2021
"947","UCF","Travis Williams","Defensive Coordinator","Black",2021,2021
"948","UCLA","Bobby Field","Defensive Coordinator/Defensive Backs Coach","White",2000,2000
"949","UCLA","Phil Snow","Defensive Coordinator/Safeties Coach","White",2001,2002
"950","UCLA","Larry Kerr","Defensive Coordinator/Linebackers Coach","White",2003,2005
"951","UCLA","DeWayne Walker","Defensive Coordinator/Defensive Backs Coach","Black",2006,2008
"952","UCLA","Chuck Bullough","Defensive Coordinator/Linebackers Coach","White",2009,2010
"953","UCLA","Joe Tresey","Defensive Coordinator","White",2011,2011
"954","UCLA","Lou Spanos","Defensive Coordinator","White",2012,2013
"955","UCLA","Jeff Ulbrich","Defensive Coordinator/Inside Linebackers Coach","White",2014,2014
"956","UCLA","Tom Bradley","Defensive Coordinator","White",2015,2017
"957","UCLA","Jerry Azzinaro","Defensive Coordinator","White",2018,2021
"958","Connecticut","Mike Toop","Defensive Coordinator","White",2000,2000
"959","Connecticut","Kent Briggs","Defensive Coordinator/Defensive Backs Coach","White",2001,2001
"960","Connecticut","Hank Hughes","Defensive Coordinator/Defensive Line Coach","White",2002,2013
"961","Connecticut","Todd Orlando","Defensive Coordinator/Inside Linebackers Coach","White",2005,2010
"962","Connecticut","Don Brown","Defensive Coordinator/Cornerbacks Coach","White",2011,2012
"963","Connecticut","Anthony Poindexter","Defensive Coordinator/Safeties Coach","Black",2014,2016
"964","Connecticut","Vincent Brown","Defensive Coordinator/Linebackers Coach","Black",2014,2016
"965","Connecticut","Billy Crocker","Defensive Coordinator","White",2017,2018
"966","Connecticut","Lou Spanos","Defensive Coordinator","White",2019,2021
"967","Louisiana Monroe","Zac Alley","Defensive Coordinator/Linebackers Coach","White",2021,2021
"968","UNLV","Mike Bradeson","Defensive Coordinator/Safeties Coach","White",2000,2004
"969","UNLV","Vic Shealy","Defensive Coordinator/Defensive Backs Coach","White",2005,2007
"970","UNLV","Kurt Barber","Defensive Coordinator/Defensive Line Coach","Black",2007,2007
"971","UNLV","Dennis Therrell","Defensive Coordinator/Linebackers Coach","White",2008,2009
"972","UNLV","Kraig Paulson","Defensive Coordinator/Defensive Ends Coach","White",2010,2011
"973","UNLV","J.D. Williams","Defensive Coordinator/Defensive Backs Coach","Black",2012,2012
"974","UNLV","Tim Hauck","Defensive Coordinator/Cornerbacks Coach","White",2013,2014
"975","UNLV","Kent Baer","Defensive Coordinator/Linebackers Coach","White",2015,2017
"976","UNLV","Tim Skipper","Defensive Coordinator/Linebackers Coach","Black",2018,2019
"977","UNLV","Peter Hansen","Defensive Coordinator/Inside Linebackers Coach","White",2020,2021
"978","USC","Bill Young","Defensive Coordinator","White",2000,2000
"979","USC","Nick Holt","Defensive Coordinator/Defensive Line Coach","White",2006,2008
"980","USC","Rocky Seto","Defensive Coordinator/Defensive Backs Coach","Other",2009,2009
"981","USC","Ed Orgeron","Defensive Coordinator/Defensive Line Coach","White",2012,2012
"982","USC","Clancy Pendergast","Defensive Coordinator/Defensive Backs Coach","White",2013,2019
"983","USC","Justin Wilcox","Defensive Coordinator","White",2014,2015
"984","USC","Todd Orlando","Defensive Coordinator/Linebackers Coach","White",2020,2021
